scorer,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000,DeepCut_resnet50_VF_exampleNov9shuffle1_1030000
bodyparts,leftHead,leftHead,leftHead,topHead,topHead,topHead,rightHead,rightHead,rightHead
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
136,652.8990377187729,-1.3527493476867676,6.612383458559634e-07,684.781313419342,0.9279046058654785,2.559241011113045e-06,0.6542932987213135,4.506288170814514,3.0963150265961303e-07
137,653.0865834951401,-1.361342430114746,5.519977435142209e-07,684.7132149338722,0.8005201816558838,1.9204162526875734e-06,0.6296324729919434,4.434035092592239,3.3561656209712964e-07
138,653.2495669126511,-1.5113625526428223,4.03521454472866e-07,653.5405217409134,3.197489023208618,1.3013999478062033e-06,0.6313347816467285,4.427416503429413,2.804226824082434e-07
139,653.1081523895264,-1.500180721282959,3.80459340476591e-07,653.9340275526047,3.5934530198574066,1.3156973182049114e-06,0.705204963684082,4.472513765096664,2.94156933478007e-07
140,653.3144683837891,-1.4390511512756348,4.0308566440216964e-07,653.8941187858582,3.6209493279457092,1.4727310144735384e-06,0.5059921741485596,4.525374412536621,2.903849178892415e-07
141,653.318919301033,-1.4903054237365723,3.37554382667804e-07,653.8484979867935,3.2598355412483215,1.3338368489712593e-06,0.5329267978668213,4.406847923994064,2.952288014057558e-07
142,653.5206136703491,-1.3348698616027832,3.7193461821516394e-07,653.5766994953156,3.4023608565330505,1.4097100802246132e-06,0.5649385452270508,4.422076404094696,3.0158042818584363e-07
143,653.5772712230682,-1.4346394538879395,3.1974832381820306e-07,684.6886611580849,1.145256519317627,1.2709293741863803e-06,0.583972692489624,4.452334046363831,2.9982854243826296e-07
144,653.7996650934219,-1.3585824966430664,3.2845130704117764e-07,684.6204119920731,1.0634119510650635,1.342016844319005e-06,0.6467199325561523,4.324001669883728,2.6513046691434283e-07
145,688.1501388549805,-1.3144254684448242,2.728270089846774e-07,684.5442408919334,0.8193974494934082,1.5958726180542726e-06,0.6623854637145996,4.365900665521622,2.583635989594768e-07
146,653.5335762500763,-1.183265209197998,3.887421087256371e-07,684.432405769825,0.9850099086761475,1.6140191974045592e-06,0.6085047721862793,4.32665827870369,2.6503869321459206e-07
147,653.325003027916,-1.2575159072875977,2.316570686389241e-07,684.6111622452736,0.7753729820251465,1.0553965239523677e-06,0.5682430267333984,4.288955867290497,2.82158055142645e-07
148,688.0936408042908,-1.2928342819213867,3.5957674526798655e-07,684.7084695100784,0.8406012058258057,1.9609447008406278e-06,0.5942916870117188,4.347969025373459,2.8512570793282066e-07
149,688.1615891456604,-1.1585383415222168,4.145963146129361e-07,684.9824489355087,0.9150071144104004,2.025865796895232e-06,0.6192636489868164,4.275544822216034,2.4767260242697375e-07
150,688.1664266586304,-0.8455510139465332,6.546469535351207e-07,684.3329394757748,1.300041675567627,2.506461669327109e-06,0.6054871082305908,4.510001301765442,3.595276893975097e-07
151,688.3129987716675,-0.9406967163085938,5.42418717941473e-07,684.2582341432571,0.9393520355224609,2.1975592972012237e-06,0.6049346923828125,4.433515965938568,3.1111147791307303e-07
152,653.001532793045,-1.159499168395996,4.1216043200620334e-07,684.485283344984,1.1757590770721436,1.7267067278226023e-06,0.6584570407867432,4.449762761592865,3.0939565931475954e-07
153,652.6941617131233,-1.291823387145996,5.764696311416628e-07,653.7130044698715,3.224459409713745,1.587313590789563e-06,0.5775742530822754,4.456529766321182,3.026862600563618e-07
154,652.608408510685,-1.3703126907348633,4.5664828007829783e-07,684.6198827624321,0.7916114330291748,1.5341095149778994e-06,0.602787971496582,4.363072365522385,2.772146387997054e-07
155,652.5421676039696,-1.2412066459655762,5.046437649980362e-07,684.5840712189674,0.879647970199585,1.87081479907647e-06,0.5936648845672607,4.228226453065872,2.674689483228576e-07
156,652.8538399934769,-1.3495659828186035,3.55576048605144e-07,684.6423154473305,1.0005409717559814,1.38287907702761e-06,0.6451683044433594,4.21225343644619,2.717688118991646e-07
157,688.0392475128174,-0.837122917175293,6.976127338020888e-07,684.45165386796,1.4095687866210938,2.5458646177867195e-06,0.6797361373901367,4.239471659064293,2.875248128475505e-07
158,688.1916856765747,-0.9812464714050293,6.491127919616702e-07,684.6328064799309,1.2314975261688232,2.5144629489659565e-06,657.1245565414429,2.8413023948669434,2.6708480049819627e-07
159,688.0831565856934,-1.0878005027770996,6.475237341874163e-07,684.6872103214264,1.1254966259002686,2.9763762086076895e-06,0.7040252685546875,4.199680805206299,2.6993461688107345e-07
160,688.0429611206055,-1.0475091934204102,7.29131102161773e-07,684.4272898733616,1.3220727443695068,3.2082609777717153e-06,0.6033914089202881,4.340124577283859,2.849789098036126e-07
161,688.1352324485779,-1.0003652572631836,4.255176122569537e-07,684.68842202425,0.9708061218261719,2.2076883396948688e-06,0.6627852916717529,4.278727203607559,3.0391765903914347e-07
162,688.2737460136414,-0.9780063629150391,4.721243556105037e-07,684.5354328751564,1.103196620941162,2.107509089910309e-06,0.6202516555786133,4.377150803804398,3.154182479647716e-07
163,673.9548215866089,663.2289052009583,4.407240794535028e-06,668.3068387210369,672.4149208068848,7.845853542676196e-05,657.7593138217926,665.776447057724,9.626331120671239e-06
164,654.5345442295074,668.266774982214,0.00011449167504906654,668.252391576767,674.3117232322693,0.13071320950984955,677.1313946247101,668.2248950004578,0.001085758674889803
165,658.6578102111816,676.8255532979965,0.013344081118702888,669.1533563137054,671.3832266330719,0.99943608045578,688.2256922721863,664.768141746521,0.8035004138946533
166,652.287812680006,674.8221238851547,0.9781206250190735,668.5619767904282,666.9055128097534,0.999997615814209,688.7267510890961,665.2376389503479,0.998056173324585
167,646.0101714134216,674.9539835453033,0.9962525367736816,667.8775179088116,665.786340713501,0.9999996423721313,689.1643512248993,666.4517260789871,0.9999532699584961
168,643.4188168644905,675.3000710606575,0.9999600648880005,664.1568036079407,661.0922613143921,1.0,689.8931338787079,665.321962594986,0.9999929666519165
169,640.4129724502563,674.988802075386,0.9999985694885254,663.3943603038788,659.3865013122559,1.0,689.0892684459686,663.0912637710571,0.999992847442627
170,637.9018194675446,675.3436569571495,1.0,661.6439616680145,658.6905536651611,1.0,686.1259105205536,661.2347192764282,1.0
171,636.2023514211178,673.1637578010559,1.0,660.3357318043709,656.1621460914612,1.0,685.0023944377899,659.8111920058727,1.0
172,634.4788542985916,673.4129476547241,1.0,659.4072428941727,654.9659690856934,1.0,685.4828839302063,659.1986081600189,1.0
173,632.9889507293701,671.6550691127777,1.0,657.8998947143555,651.7606391906738,1.0,685.0678203105927,658.1037603616714,1.0
174,631.8905885219574,671.782214641571,1.0,656.0673685073853,649.1754126548767,1.0,683.7133732736111,656.5432052612305,1.0
175,635.4130754470825,668.9914836883545,1.0,659.0174901485443,644.4890012741089,1.0,688.2760319709778,654.5939340591431,1.0
176,644.7291550040245,663.788581609726,1.0,668.9721121191978,640.62890625,1.0,700.5458292365074,653.2193523645401,1.0
177,660.7501959204674,660.9864182472229,1.0,685.4588463306427,638.4803867340088,1.0,713.5590724945068,654.2980160713196,1.0
178,655.614000082016,654.0725767612457,1.0,682.8324799537659,632.8171486854553,1.0,713.7164287567139,649.8981976509094,1.0
179,654.4096126556396,654.0812931060791,1.0,681.2220735549927,631.8011691570282,1.0,712.3590683937073,649.5846495628357,1.0
180,655.716029882431,649.0948481559753,1.0,682.0782933235168,628.3835841119289,1.0,711.5037662982941,646.2452385425568,1.0
181,655.1344418525696,647.0259757041931,1.0,681.9328303337097,626.7204985618591,1.0,711.057480096817,644.737392783165,1.0
182,653.6186665296555,645.7563968896866,1.0,680.5986013412476,624.2063870429993,1.0,709.5705282688141,641.7825255393982,1.0
183,652.1486125439405,640.9481596946716,1.0,679.9631018638611,621.0454881191254,1.0,708.8115865588188,639.4139933586121,1.0
184,652.1610549986362,640.2939410209656,1.0,680.179545879364,620.8122139573097,1.0,708.1311830282211,637.8202556371689,1.0
185,651.2058442831039,640.1247773170471,1.0,679.7858510017395,621.3591499328613,1.0,708.2352883219719,638.163069486618,1.0
186,651.5526635348797,639.3690395355225,1.0,679.7256543636322,620.214319229126,1.0,707.9582436196506,637.1440852880478,1.0
187,651.5765426456928,638.9221575260162,1.0,680.0312819480896,620.2944612503052,1.0,707.7338508963585,636.935800909996,1.0
188,651.3505718111992,639.0734393596649,1.0,680.0681982040405,619.4602899551392,1.0,707.8134650290012,636.1933250427246,1.0
189,652.1964748799801,634.589120388031,1.0,679.2254884243011,616.3064913749695,1.0,706.4494500160217,632.4554891586304,1.0
190,652.2989211678505,634.7959480285645,1.0,679.4773812294006,615.6037056446075,1.0,707.5036302506924,632.2807006835938,1.0
191,652.6766338348389,631.2501800060272,1.0,680.4244389533997,614.7853665351868,1.0,707.6438581049442,632.0238175392151,1.0
192,654.2186853885651,626.0747575759888,1.0,681.4690346717834,612.5193788409233,1.0,706.1950805187225,627.7846398353577,1.0
193,652.895136654377,622.2273094654083,1.0,681.0145297050476,608.2300863265991,1.0,705.227301120758,624.1238942146301,1.0
194,650.3479832410812,619.652015209198,1.0,677.6801661252975,606.5499625205994,1.0,701.8880494832993,620.6097058653831,1.0
195,645.2100440263748,617.6343989372253,1.0,673.8447136878967,602.6946120262146,1.0,700.3733603954315,617.9943552017212,1.0
196,649.2396020889282,615.8783748149872,1.0,678.391948223114,600.4757075309753,1.0,704.12251329422,615.471438407898,1.0
197,650.1364288330078,616.9679293632507,1.0,679.0138745307922,600.8854064941406,1.0,705.7458462715149,616.2181477546692,1.0
198,650.5849390029907,617.2398910522461,1.0,679.1787006855011,600.8381667137146,1.0,706.2848563194275,616.6087989807129,1.0
199,651.5715126991272,617.238034248352,1.0,680.4247250556946,600.991617679596,1.0,706.3309173583984,616.8007826805115,1.0
200,652.2744496464729,617.9307079315186,1.0,680.3744149208069,601.4906597137451,1.0,706.4229221343994,616.9482388496399,1.0
201,651.5839619636536,616.9746570587158,1.0,680.7726783752441,600.5843744277954,1.0,706.464156627655,616.8976922035217,1.0
202,651.0140466690063,616.4131360054016,1.0,679.3052794933319,600.0672965049744,1.0,706.0355954170227,616.4984130859375,1.0
203,650.174822807312,615.5343716144562,1.0,678.9552969932556,599.506826877594,1.0,705.4232611656189,616.1184091567993,1.0
204,650.0720825195312,615.2776205539703,1.0,678.9693386554718,599.7677118778229,1.0,705.2625045776367,616.1249356269836,1.0
205,649.9566969871521,614.4429979324341,1.0,679.2447507381439,598.7226152420044,1.0,705.6029524803162,615.433012008667,1.0
206,647.6802399158478,615.0823152065277,1.0,677.3840404748917,599.0290360450745,1.0,704.1169605255127,617.6867632865906,1.0
207,643.0754961967468,615.1690535545349,1.0,672.1648750305176,597.8487069606781,1.0,699.6287722587585,616.7112441062927,1.0
208,642.060136795044,614.2732059955597,1.0,671.7704014778137,596.99499386549,1.0,698.5221228599548,614.8761672973633,1.0
209,644.0765260830522,613.2944374084473,1.0,673.3840517997742,596.5656023025513,1.0,700.5438165664673,614.4415559768677,1.0
210,645.5512883663177,613.5622724294662,1.0,675.3867641687393,596.1078987121582,1.0,701.6061944961548,614.7859401702881,1.0
211,645.2844115495682,612.8306245803833,1.0,675.5599831342697,595.3788862228394,1.0,702.2180950641632,614.0877823829651,1.0
212,645.6900631189346,614.6479272842407,1.0,675.8105961084366,595.7682528495789,1.0,702.5721311569214,615.1002109050751,1.0
213,646.9766302108765,614.1406090259552,1.0,676.9089497923851,595.6376867294312,1.0,703.5131781101227,614.9857702255249,1.0
214,646.2003359794617,611.9529752731323,1.0,676.4637560248375,594.4921350479126,1.0,703.1448764801025,613.850209236145,1.0
215,645.7156938314438,610.874454498291,1.0,675.762333959341,593.7889127731323,1.0,702.0885572433472,613.1959153413773,1.0
216,645.7316899299622,612.0198354721069,1.0,675.6985315084457,593.946319103241,1.0,702.3886051177979,613.7709474563599,1.0
217,645.0159507989883,611.2507781982422,1.0,675.3554310202599,593.6729001998901,1.0,702.0412502288818,613.5478361845016,1.0
218,644.8452793359756,610.3870124816895,1.0,674.9109972715378,593.1794123649597,1.0,701.6322231292725,612.1919160038233,1.0
219,644.1424906104803,609.574113368988,1.0,674.6167645454407,592.715371131897,1.0,701.1421377658844,611.6418194770813,1.0
220,644.351900011301,608.5990018844604,1.0,674.544198513031,592.2649464607239,1.0,701.5297381877899,609.5544242858887,1.0
221,646.0067207813263,609.5813245773315,1.0,675.6048885881901,592.1736402511597,1.0,702.1500329971313,609.8991713523865,1.0
222,646.8771648406982,609.1878123283386,1.0,676.009617805481,592.0328135490417,1.0,702.923056602478,608.670979976654,1.0
223,647.0318353176117,606.7641594409943,1.0,675.3338387608528,590.3860874176025,1.0,701.747597694397,606.0173115730286,1.0
224,646.1147692203522,604.4732675552368,1.0,674.0280750989914,588.9353408813477,1.0,700.9774351119995,602.901496887207,1.0
225,646.3552885055542,603.1984934806824,1.0,672.7101316452026,588.0183515548706,1.0,700.1730442047119,600.6795272827148,1.0
226,646.0985596179962,601.9633097648621,1.0,672.614935874939,587.3550643920898,1.0,699.8069829940796,600.399218082428,1.0
227,645.9040522575378,601.6897702217102,1.0,672.337703704834,586.4770832061768,1.0,699.2864189147949,599.8684635162354,1.0
228,645.5235624313354,601.3275423049927,1.0,672.5087833404541,585.6980605125427,1.0,699.9513034820557,598.834171295166,1.0
229,645.8998070955276,600.3549733161926,1.0,673.3383169174194,585.065456867218,1.0,700.7492504119873,598.2977812290192,1.0
230,647.1166286468506,599.7434947490692,1.0,673.5138092041016,584.4061331748962,1.0,700.8598022460938,597.1833609342575,1.0
231,646.8003787994385,600.1239633560181,1.0,673.6695308685303,584.618257522583,1.0,700.5520782470703,597.4783227443695,1.0
232,647.0436871051788,599.7334585189819,1.0,673.3065733909607,584.8029861450195,1.0,700.1379241943359,598.0338928699493,1.0
233,647.7520923614502,599.7009716033936,1.0,673.5380148887634,584.9856753349304,1.0,700.6531438827515,598.1235113143921,1.0
234,646.9577128887177,600.4032368659973,1.0,673.3517637252808,585.3619909286499,1.0,700.3829355239868,598.5086936950684,1.0
235,647.1059551239014,600.3283200263977,1.0,673.174554347992,585.0442409515381,1.0,700.0662965774536,597.8964531421661,1.0
236,647.8352041244507,599.7498614788055,1.0,673.6359453201294,584.1809463500977,1.0,700.8758592605591,597.2484753131866,1.0
237,647.9582521915436,599.7422707080841,1.0,673.8170104026794,584.3225445747375,1.0,700.7450084686279,597.5782309770584,1.0
238,647.9001791477203,599.5902173519135,1.0,673.984290599823,584.6890439987183,1.0,700.6265172958374,597.2225939035416,1.0
239,648.3076887130737,599.382809638977,1.0,673.9626307487488,584.545569896698,1.0,700.6773157119751,597.2771344184875,1.0
240,648.0758934020996,599.6911745071411,1.0,674.5040612220764,584.6495790481567,1.0,701.4221388101578,597.6670460700989,1.0
241,648.142879486084,599.776771068573,1.0,674.2152562141418,584.5210390090942,1.0,701.6185579299927,597.3480069637299,1.0
242,648.246545791626,599.7026917934418,1.0,674.0958366394043,584.2298755645752,1.0,701.6039142608643,597.008078455925,1.0
243,648.726336479187,599.1896269321442,1.0,674.7009935379028,584.1921453475952,1.0,701.695169210434,596.9481357336044,1.0
244,648.4997277259827,598.8179965019226,1.0,674.7755670547485,583.9379210472107,1.0,701.6226263046265,596.5524685382843,1.0
245,649.0136675834656,598.811445236206,1.0,675.784574508667,583.8512971401215,1.0,702.2223556041718,596.5280275344849,1.0
246,650.1185264587402,597.7790949344635,1.0,675.684323310852,582.6512234210968,1.0,702.5119752883911,595.7935098260641,1.0
247,650.461416721344,597.7656456232071,1.0,676.1287155151367,582.8413696289062,1.0,702.6239929199219,595.8667644262314,1.0
248,652.1046355515718,595.2141151428223,1.0,677.3847621679306,580.6559429168701,1.0,704.1589450836182,593.9031953811646,1.0
249,653.4003368616104,594.4030065536499,1.0,678.7926361560822,579.2549777030945,1.0,706.1839480400085,591.8920965194702,1.0
250,655.1722135543823,594.037615776062,1.0,679.9099960327148,578.6659250259399,1.0,707.804304048419,590.8905804157257,1.0
251,655.845018863678,595.2200574874878,1.0,680.2982540130615,579.3577132225037,1.0,708.0141811929643,591.8749489784241,1.0
252,655.7299842834473,596.808349609375,1.0,680.8196759223938,580.108193397522,1.0,708.5280553102493,592.9059948921204,1.0
253,656.3266749382019,597.0658651590347,1.0,680.5387053489685,581.3212841749191,1.0,708.3323034644127,594.6774892807007,1.0
254,655.7307786941528,596.7594966888428,1.0,680.4825406074524,580.2141571044922,1.0,708.2360941320658,593.801372051239,1.0
255,655.7386078834534,596.8125944137573,1.0,679.6119723320007,579.5575957298279,1.0,707.094792842865,594.1365003585815,1.0
256,655.4538009166718,597.0287815332413,1.0,679.9256529808044,579.6184587478638,1.0,707.4154423475266,593.4882211685181,1.0
257,656.3594756126404,597.4120098352432,1.0,681.3622331619263,580.3193531036377,1.0,709.0396153926849,593.4104828834534,1.0
258,656.7394695281982,597.9972981214523,1.0,681.0679640769958,581.0299835205078,1.0,709.6805926561356,594.3178496360779,1.0
259,656.4426641464233,598.3570981025696,1.0,680.2201538085938,581.1121311187744,1.0,708.9760122299194,593.88933801651,1.0
260,656.4786148071289,598.2034084796906,1.0,680.2661771774292,580.4151048660278,1.0,709.7001711130142,593.2804455757141,1.0
261,656.1570158004761,597.5815994739532,1.0,679.6957311630249,579.542721748352,1.0,709.4039604663849,592.7384433746338,1.0
262,656.2048826217651,597.4998888969421,1.0,680.0379657745361,579.4565358161926,1.0,710.1636855602264,592.0809926986694,1.0
263,656.472460269928,596.3136377334595,1.0,679.4247245788574,577.8653883934021,1.0,709.3078173398972,590.4848303794861,1.0
264,656.5766286849976,595.1188564300537,1.0,679.9041891098022,576.6782674789429,1.0,710.2342760562897,589.8230535984039,1.0
265,658.2312191724777,594.1543860435486,1.0,680.6604056358337,576.2738761901855,1.0,710.6911036968231,588.4494190216064,1.0
266,658.9367696046829,593.2602591514587,1.0,681.1232781410217,575.7241077423096,1.0,711.0625386238098,588.1466627120972,1.0
267,659.7181835472584,593.2336001396179,1.0,681.7283620834351,575.6883039474487,1.0,711.7694687843323,587.6220269203186,1.0
268,660.9093370437622,592.8384981155396,1.0,682.2637190818787,574.9863080978394,1.0,712.2923936843872,587.269688129425,1.0
269,660.4522538781166,592.081768989563,1.0,681.7598347663879,574.5719921588898,1.0,711.5662167072296,586.2384247779846,1.0
270,661.55648624897,591.2204687595367,1.0,682.8857835531235,572.8866233825684,1.0,712.3881568908691,585.8601245880127,1.0
271,661.4528132677078,592.1480450630188,1.0,682.8885722160339,574.4461998939514,1.0,712.6849083900452,586.3053026199341,1.0
272,661.1290506124496,593.2040276527405,1.0,683.2440514564514,574.5053091049194,1.0,713.3738169670105,586.7917447090149,1.0
273,660.4790649414062,595.7274880409241,1.0,682.1763033866882,577.097339630127,1.0,711.3831551074982,590.0654258728027,1.0
274,658.3988299369812,599.2511515617371,1.0,681.2150864601135,581.0282278060913,1.0,711.6613662242889,593.869535446167,1.0
275,654.3288497924805,606.6765761375427,1.0,677.9169034957886,587.4917879104614,1.0,708.7115020751953,598.2905786037445,1.0
276,645.3517920970917,614.0317704677582,1.0,671.3468630313873,593.9044246673584,1.0,702.8015794754028,604.3376539647579,1.0
277,644.7094596624374,616.2437510490417,1.0,668.7494016289711,592.908224105835,1.0,702.2017598152161,603.7943935394287,1.0
278,646.0542554855347,614.2698931694031,1.0,669.7045859098434,592.4475440979004,1.0,702.9474427700043,601.5405459403992,1.0
279,646.1411287784576,613.6982219219208,1.0,670.9530935287476,590.9344420433044,1.0,704.0381207466125,602.4169125556946,1.0
280,646.4305727481842,615.0780174732208,1.0,672.2164287567139,591.7232704162598,1.0,704.7269842624664,603.5027384757996,1.0
281,647.7542424201965,615.7358334064484,1.0,673.3511595726013,591.3756041526794,1.0,705.2611880302429,603.1461901664734,1.0
282,647.6141476631165,614.9348511695862,1.0,674.0836863517761,591.513922214508,1.0,706.117635846138,603.9405570030212,1.0
283,646.8987760543823,614.6945447921753,1.0,674.6718645095825,590.8904979228973,1.0,706.2656874656677,605.0557608604431,1.0
284,647.4531848430634,614.1531705856323,1.0,674.2059545516968,589.2017505168915,1.0,706.9648023843765,603.0846118927002,1.0
285,648.0308742523193,613.6627213954926,1.0,673.7150735855103,588.091739654541,1.0,707.2220770716667,602.1379089355469,1.0
286,647.7067580223083,613.0098530054092,1.0,673.0876808166504,590.288800239563,1.0,706.4753888845444,602.9344730377197,1.0
287,646.980878829956,614.0939617156982,1.0,673.089569568634,590.7277669906616,1.0,706.3731495141983,602.7749257087708,1.0
288,647.6559481620789,613.012056350708,1.0,672.7847266197205,590.2527837753296,1.0,706.2100009918213,601.878511428833,1.0
289,646.9812393188477,613.9928367137909,1.0,671.5170719623566,591.402574300766,1.0,705.4939255714417,602.2969255447388,1.0
290,646.9969618320465,612.957594871521,1.0,671.2751543521881,591.8796968460083,1.0,704.5794229507446,601.7397985458374,1.0
291,646.4616672992706,613.2251930236816,1.0,670.8857159614563,591.8701419830322,1.0,704.0683708190918,602.029691696167,1.0
292,645.6020399332047,612.3544340133667,1.0,670.4963114261627,591.2920000553131,1.0,704.0216302871704,601.8198957443237,1.0
293,646.2275714874268,611.6195478439331,1.0,669.9110940694809,591.5444934368134,1.0,703.9944651126862,602.1234264373779,1.0
294,646.3012201786041,611.1857824325562,1.0,669.5020034313202,591.2945659160614,1.0,703.0274286270142,601.6319398880005,1.0
295,645.9941556453705,613.585366487503,1.0,670.1291620731354,592.0854949951172,1.0,703.5693352222443,602.6856198310852,1.0
296,645.0878324508667,617.5782690048218,1.0,670.251825094223,593.8688282966614,1.0,703.1114494800568,604.3513111174107,1.0
297,645.3708709478378,615.4285664558411,1.0,669.3792046308517,593.3393306732178,1.0,703.075798034668,603.6295480728149,1.0
298,645.3893418312073,614.661591053009,1.0,669.7117723226547,592.2200055122375,1.0,703.8937644958496,603.360803604126,1.0
299,645.7313734292984,615.1151578426361,1.0,669.5520691871643,592.6036052703857,1.0,703.9408960342407,604.015567779541,1.0
300,645.8229885101318,614.995025396347,1.0,670.4226145744324,591.8189444541931,1.0,704.3535857200623,603.7009873390198,1.0
301,645.6526653766632,614.0900583267212,1.0,670.5542874336243,590.9406533241272,1.0,704.7939791679382,603.1108951568604,1.0
302,645.5595020055771,613.4711441993713,1.0,670.3093764781952,590.9514880180359,1.0,704.6452984809875,602.9637055397034,1.0
303,645.184907078743,614.1556694507599,1.0,670.3514897823334,590.992094039917,1.0,704.5602488517761,603.8306379318237,1.0
304,644.7489404082298,615.2031984329224,1.0,669.796889424324,591.6181302070618,1.0,704.4659752845764,603.6181182861328,1.0
305,645.1074422597885,613.8990608453751,1.0,670.6885273456573,590.4533383846283,1.0,705.33203125,603.1744289398193,1.0
306,645.0598440170288,613.8223413228989,1.0,670.6613714694977,589.1482890844345,1.0,705.5775227546692,602.3387951850891,1.0
307,645.052673459053,614.2824790477753,1.0,670.7702777385712,588.8796499371529,1.0,706.5280213356018,603.0702867507935,1.0
308,645.5510451793671,615.7251760959625,1.0,671.1069779396057,588.2565727233887,1.0,708.0584889873862,602.7865724563599,1.0
309,646.5079438686371,614.9854712486267,1.0,672.8271412849426,588.3618726730347,1.0,708.6624260544777,602.4019560813904,1.0
310,646.8779513835907,617.2907667160034,1.0,672.2828750610352,590.7689712047577,1.0,707.9336679875851,604.7772052288055,1.0
311,645.7737201452255,615.2552423477173,1.0,671.3498659133911,591.1339175701141,1.0,705.7851276397705,603.5074172019958,1.0
312,646.090957403183,614.6267371177673,1.0,670.9445707798004,588.0320463180542,1.0,707.00806671381,603.1896500587463,1.0
313,646.8228213787079,614.9755215644836,1.0,671.4042625427246,587.1193447113037,1.0,707.6850275695324,602.2914471626282,1.0
314,645.5395858287811,614.9293456077576,1.0,671.2175426483154,588.1981931179762,1.0,706.7006616592407,602.452428817749,1.0
315,645.616547703743,615.7005798816681,1.0,670.7920484542847,589.3198401927948,1.0,706.6558568477631,603.4596104621887,1.0
316,646.2829723358154,616.955578327179,1.0,671.3589715957642,588.8467264771461,1.0,707.5224773585796,604.6990202665329,1.0
317,646.0215582847595,616.1894760131836,1.0,672.0258784294128,589.15460729599,1.0,707.2696440815926,603.9209537506104,1.0
318,645.7463572025299,616.3769655227661,1.0,671.4526169300079,588.4410272538662,1.0,707.6954037845135,603.654869556427,1.0
319,645.2549506425858,615.5452229976654,1.0,670.9609389305115,588.5425176620483,1.0,707.1172814369202,602.6017088890076,1.0
320,645.2104525566101,615.5688056945801,1.0,671.200275182724,588.4523019790649,1.0,706.5714514255524,602.6242189407349,1.0
321,645.2413713932037,617.0619559288025,1.0,670.9768669605255,588.6476010084152,1.0,706.5955665111542,603.4725842475891,1.0
322,643.9894334115088,619.8069047927856,1.0,668.7507858276367,589.7365877628326,1.0,705.2321002483368,604.3200324475765,1.0
323,644.3646440505981,621.0298776626587,1.0,668.093466758728,589.92433989048,1.0,704.8947637081146,604.4409176409245,1.0
324,644.0739376172423,619.0393853187561,1.0,669.0791053771973,589.6255139112473,1.0,705.1080505847931,603.5291085243225,1.0
325,642.8779835700989,617.9682154655457,1.0,668.6433897018433,588.922877907753,1.0,704.8736443519592,603.4836824536324,1.0
326,642.8829655647278,616.7904376983643,1.0,667.3883346319199,588.4056901931763,1.0,704.2228345870972,603.8360654562712,1.0
327,643.7488488554955,620.4244346618652,1.0,666.8864574432373,588.3628797531128,1.0,704.8200976848602,604.9488943815231,1.0
328,642.6993746757507,620.9973275661469,1.0,666.280755519867,589.7947072982788,1.0,704.4978771209717,604.865694642067,1.0
329,642.7371559143066,622.2526214122772,1.0,665.9754791259766,589.6629009246826,1.0,705.1154959201813,606.3960874080658,1.0
330,642.010931968689,622.0021998882294,1.0,666.5105676651001,590.6347765922546,1.0,703.865448474884,605.574430346489,1.0
331,642.1342620849609,622.0711095333099,1.0,664.8471512794495,589.6606659889221,1.0,703.3033061027527,605.9297093153,1.0
332,640.1738882064819,620.9715793728828,1.0,663.8267447948456,590.2314321994781,1.0,701.9957956075668,606.3431758880615,1.0
333,638.3065497875214,618.5829834938049,1.0,663.068696975708,588.254433631897,1.0,701.3519353866577,604.2448150217533,1.0
334,638.3489158153534,616.7069940567017,1.0,662.5489981174469,587.1240224838257,1.0,700.9235484004021,602.620635509491,1.0
335,635.5777624249458,617.2356886863708,1.0,659.9371578618884,587.7514157295227,1.0,697.6345684528351,602.387957572937,1.0
336,630.5561738014221,617.7238717079163,1.0,655.2691626548767,588.6719975471497,1.0,692.1129677221179,601.6262617111206,1.0
337,628.3083133399487,618.1445951461792,1.0,653.06312084198,589.7936135530472,1.0,687.9777989387512,601.9570269584656,1.0
338,622.4901320934296,615.1463482379913,1.0,647.7989473342896,588.4163208007812,1.0,682.5819735527039,600.4718337059021,1.0
339,617.8590054512024,616.6607217788696,1.0,641.8567590713501,586.529381275177,1.0,677.776987195015,599.281411409378,1.0
340,614.508056640625,622.6263349056244,1.0,634.2025356292725,591.0127198696136,1.0,670.830563545227,599.2300448417664,1.0
341,611.881574369967,625.7323708534241,1.0,629.085770368576,594.5554966926575,1.0,667.5882987976074,600.3491811752319,1.0
342,611.6331059932709,626.5371098518372,1.0,629.4501991271973,594.961817741394,1.0,667.3453841209412,600.8963561058044,1.0
343,611.9996611702081,626.4407715797424,1.0,629.8466935157776,594.4846925735474,1.0,668.712729036808,601.3615417480469,1.0
344,612.2200905382633,626.4587588310242,1.0,630.4462175369263,594.9891400337219,1.0,668.6972424387932,601.8888659477234,1.0
