scorer,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000
bodyparts,stimulusLeft,stimulusLeft,stimulusLeft,stimulusRight,stimulusRight,stimulusRight,leftHead,leftHead,leftHead,topHead,topHead,topHead,rightHead,rightHead,rightHead
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1284,175.10854053497314,348.23963533341885,1.0,1647.6069259643555,718.0019655227661,0.9999978542327881,469.0666788816452,685.5718464851379,1.0,463.3604106903076,704.1675238609314,0.9999998807907104,440.290087223053,702.8307354450226,0.9999998807907104
1285,175.79745292663574,347.2059690952301,0.9999998807907104,1648.2197358608246,720.2752895355225,0.9999995231628418,473.2324366569519,685.5769783258438,1.0,468.0958079174161,704.6679830551147,1.0,445.4417495727539,703.6230049133301,1.0
1286,175.9897904396057,344.6298894882202,0.9999998807907104,1648.286949634552,723.0217434763908,0.9999996423721313,476.0139468787238,684.1740837991238,0.9999998807907104,470.6306879520416,703.3835215568542,0.9999998807907104,447.8682384490967,702.7507989406586,0.9999998807907104
1287,176.74737071990967,344.06099367141724,1.0,1646.6325421333313,723.774386793375,0.9999990463256836,478.3322751522064,684.8869739770889,0.9999997615814209,473.0874948501587,704.2924058437347,1.0,449.90685081481934,704.0157794952393,1.0
1288,177.89099550247192,346.1549551486969,1.0,1644.7832435369492,727.4866001605988,0.9999940395355225,479.3270425796509,686.6382448673248,0.9999998807907104,474.7575304508209,705.2500894069672,1.0,451.7016723752022,704.8160717487335,1.0
1289,178.1967772245407,345.38314390182495,1.0,1645.5520329475403,731.6123726069927,0.9999407529830933,482.05624091625214,685.967214345932,1.0,475.93546038866043,705.228640794754,1.0,453.1161570549011,704.0516438484192,1.0
1290,178.90660297870636,345.98062467575073,1.0,1643.6883889436722,738.3717504739761,0.9999747276306152,484.7000210881233,683.8364335596561,1.0,478.84868001937866,701.3151302337646,0.9999998807907104,455.8166723251343,701.5597501993179,1.0
1291,178.57467591762543,342.5687131881714,1.0,1645.6608338356018,738.7394592761993,0.9999812841415405,487.23685216903687,682.6225357055664,1.0,480.6270842552185,700.4847098588943,1.0,456.617139339447,699.086639881134,0.9999998807907104
1292,177.78418588638306,342.19851183891296,1.0,1643.858037546277,741.8556501865387,0.9999806880950928,488.37641429901123,683.7337667644024,1.0,482.46172189712524,701.2045270204544,1.0,459.66426080465317,700.4967066049576,0.9999997615814209
1293,178.62550008296967,341.21117520332336,1.0,1643.4753623008728,744.0938973426819,0.9999403953552246,490.35057306289673,687.2915902137756,0.9999998807907104,483.49517637491226,704.8557686805725,1.0,460.0567960329354,703.8121871948242,1.0
1294,180.19128821790218,344.6209125518799,1.0,1643.1522393226624,745.846549987793,0.9999817609786987,492.6789079904556,690.9845675230026,1.0,486.4828534126282,710.0312564373016,1.0,463.35939478874207,708.4374949336052,1.0
1295,179.58107095956802,341.96331012248993,1.0,1643.7953395843506,746.0555731058121,0.9999887943267822,496.86116123199463,694.3989918231964,1.0,490.63306879997253,712.8335137367249,1.0,467.6426396071911,711.2296316623688,1.0
1296,179.46979224681854,341.90065824985504,1.0,1644.8656911849976,747.7128983736038,0.9999423027038574,500.67352670431137,698.5255641937256,1.0,495.8978295326233,716.8151699900627,1.0,473.2008419036865,715.4136508703232,0.9999997615814209
1297,179.2231900691986,341.5521479845047,1.0,1643.736090183258,747.635651320219,0.9999819993972778,512.1201221942902,701.0958437919617,0.9999998807907104,507.1795509457588,719.23996925354,0.9999998807907104,485.085284948349,718.6221446990967,1.0
1298,177.71079897880554,339.5118896663189,1.0,1642.0120611190796,750.0388112068176,0.9999852180480957,522.9327876567841,705.2478220462799,0.9999997615814209,516.8529031276703,722.5312440395355,1.0,496.6497437953949,721.0724267959595,1.0
1299,178.30412244796753,340.2520544528961,1.0,1642.0248045921326,750.8429155349731,0.9999837875366211,527.3497843742371,705.6748046875,0.9999998807907104,522.493465423584,722.9775505065918,1.0,501.58325266838074,720.6642179489136,1.0
1300,177.36467146873474,337.92296838760376,1.0,1641.9501485824585,751.4789414405823,0.9999744892120361,530.0565874576569,705.0123839378357,1.0,524.7870122790337,721.9618997573853,0.9999997615814209,505.4284088611603,720.0377366542816,0.9999997615814209
1301,175.12456560134888,335.59463000297546,0.9999997615814209,1641.8345246315002,750.7548575401306,0.9999861717224121,531.6178015768528,703.5754809379578,1.0,525.3366658687592,721.2112896442413,0.9999997615814209,504.0275378227234,718.7437565326691,0.9999997615814209
1302,175.4104928970337,334.72228240966797,0.9999997615814209,1640.586127281189,751.4057335853577,0.9999958276748657,531.591947555542,704.7767014503479,1.0,525.2358865737915,721.9708604812622,0.9999998807907104,503.75134897232056,719.5771300792694,0.9999997615814209
1303,174.82543897628784,333.2769525051117,0.9999998807907104,1639.039874792099,752.2493617534637,0.9999995231628418,531.7738897353411,704.3704986572266,0.9999998807907104,524.9949080348015,721.6346101760864,0.9999997615814209,506.02823531627655,718.9002914428711,0.9999996423721313
1304,174.03033590316772,331.79750004410744,0.9999997615814209,1638.5088422298431,752.8202378749847,0.9999997615814209,531.1506851911545,703.2831430435181,1.0,524.559046626091,720.3441138267517,0.9999996423721313,503.23674845695496,717.6587681770325,0.9999998807907104
1305,174.1407332420349,331.38860136270523,0.9999997615814209,1638.160745382309,754.0045642852783,0.9999998807907104,530.9757169485092,702.7376959323883,1.0,520.0620827674866,721.6669540405273,0.9999997615814209,499.5633949637413,712.7561163902283,1.0
1306,174.35744953155518,330.27131617069244,0.9999997615814209,1637.5905276536942,753.8729588985443,0.9999997615814209,523.4195592403412,705.7880234718323,1.0,505.82680225372314,716.8795722723007,0.9999988079071045,493.27196311950684,706.0891709327698,1.0
1307,174.44042491912842,329.2099118232727,0.9999997615814209,1637.285535812378,753.7739822864532,0.9999998807907104,517.7811944484711,704.9887356758118,1.0,501.11330127716064,715.9641394168139,1.0,488.27257347106934,701.6313894987106,1.0
1308,175.95730257034302,329.15297532081604,0.9999982118606567,1634.4918208122253,754.9514346122742,0.9999996423721313,515.3939192891121,704.6503520011902,1.0,498.6196893453598,716.077846929431,1.0,484.98798656463623,700.5975019931793,1.0
1309,476.0905692204833,694.2131974697113,0.003704519011080265,0.9405536651611328,2.8276076316833496,0.14267484843730927,514.666889667511,703.7410414218903,1.0,497.22801637649536,714.5842078924179,1.0,484.5001994371414,700.3417752683163,1.0
1310,475.2609941959381,694.6643822193146,0.0016881843330338597,1.085479736328125,2.912583351135254,0.11271104961633682,513.7505338191986,705.3483448028564,1.0,496.53789830207825,717.1304996013641,0.9999998807907104,483.45397025346756,701.664609670639,1.0
1311,475.01844996213913,695.2816846370697,0.0014942772686481476,0.8964633941650391,2.745924711227417,0.12795180082321167,513.0748448371887,707.1416321992874,1.0,496.20238614082336,718.9091393947601,1.0,482.91262090206146,702.7071375846863,1.0
1312,475.0297569036484,700.4141702651978,0.002831603167578578,0.9855718612670898,2.848559260368347,0.1350870132446289,512.8083748817444,709.4153969287872,1.0,495.6763553619385,721.6804633140564,1.0,481.7535536289215,706.2858153581619,1.0
1313,474.54702496528625,702.4985949993134,0.003163636662065983,1.108957052230835,2.848051071166992,0.1665915548801422,512.4679605960846,713.1246042251587,1.0,495.632936000824,726.1097266674042,1.0,481.48257780075073,709.1208288669586,1.0
1314,176.37827157974243,333.7194083929062,0.9039191007614136,1.051410436630249,2.96309757232666,0.15404219925403595,512.270222902298,715.5695644617081,1.0,496.53415155410767,727.4531049728394,0.9999998807907104,482.1282699108124,712.2499704360962,1.0
1315,176.9538037776947,333.6575391292572,0.9035083651542664,1.01790189743042,2.819066047668457,0.13839200139045715,512.5034034252167,716.6312321424484,1.0,496.34318828582764,728.9929723739624,0.9999997615814209,482.71640610694885,713.1262440681458,1.0
1316,176.59266257286072,330.65278601646423,0.9993922710418701,0.973064661026001,2.8490428924560547,0.06722594797611237,512.8453307151794,716.8859053254128,1.0,497.6089401245117,729.0622658729553,0.9999998807907104,483.5750157535076,713.45152759552,1.0
1317,177.60709691047668,329.0819294452667,0.9999954700469971,1.0311908721923828,2.711289882659912,0.16844986379146576,513.7648825645447,715.6020727455616,1.0,498.9976215362549,728.6861457824707,1.0,484.1450120359659,713.9890265464783,1.0
1318,178.305837392807,334.06034755706787,0.4089213013648987,1.0829191207885742,2.70816433429718,0.17880545556545258,513.7049379348755,715.2152472734451,1.0,498.92936742305756,727.84188580513,1.0,484.72568559646606,713.6144509315491,1.0
1319,476.40269818902016,705.3501286506653,0.0021687329281121492,1.0334420204162598,2.9750776290893555,0.08086149394512177,514.9396852254868,716.2034002095461,1.0,499.20629036426544,727.8729298114777,1.0,485.10295057296753,713.919508934021,1.0
1320,477.2299735546112,709.0579470396042,0.0014409455470740795,0.9304914474487305,2.914398193359375,0.06893003731966019,514.5907838344574,715.1965898871422,1.0,499.3665897846222,727.3420555591583,1.0,485.4765305519104,713.5100536346436,1.0
1321,482.95418190956116,703.4991600513458,0.0020534698851406574,0.9488706588745117,2.729608178138733,0.08742423355579376,519.198627948761,712.767632484436,0.9999998807907104,503.1810028553009,723.3108565807343,1.0,490.8514689207077,710.7867016792297,1.0
1322,485.24769818782806,703.4559485912323,0.0033306963741779327,0.916748046875,2.703110456466675,0.06387989223003387,526.7103796005249,709.0673260688782,1.0,511.29082679748535,722.5139672756195,0.9999998807907104,496.3655881881714,708.9861440062523,1.0
1323,493.94554793834686,702.186363697052,0.00826256349682808,0.7957973480224609,2.7245999574661255,0.07012215256690979,533.5298206806183,709.5699673891068,1.0,516.4835181236267,721.6690382957458,1.0,499.9033461585641,708.06548820436,1.0
1324,177.65942239761353,334.07715010643005,0.26177042722702026,0.8724861145019531,2.8991215229034424,0.08023027330636978,544.2870988845825,715.2334024906158,0.9999954700469971,520.5075159072876,721.2693495750427,0.9999998807907104,509.72320771217346,705.5425491333008,0.9999998807907104
1325,177.03863763809204,334.07915139198303,0.4998636543750763,0.9061965942382812,2.9331971406936646,0.06892711669206619,556.9394293427467,700.9363281130791,0.9999992847442627,558.890387058258,721.9779012203217,0.9999998807907104,535.2082674503326,723.751233279705,1.0
1326,177.6284143924713,332.9607692360878,0.005358727183192968,1.000483512878418,2.9951270818710327,0.07315744459629059,560.1081848144531,708.4454824626446,0.9999998807907104,558.0370049476624,726.0612394809723,1.0,535.0339748859406,724.9500014185905,1.0
1327,4.735146701335907,4.07797385007143,0.000650257570669055,1.0723381042480469,3.062783420085907,0.08906625211238861,559.4820127487183,708.2494473606348,1.0,556.6002408862114,725.6418793201447,1.0,533.6943174600601,722.401044845581,1.0
1328,4.471465289592743,4.1018185168504715,0.0007447074167430401,1.1150894165039062,2.8121029138565063,0.11431379616260529,558.1712083816528,705.588504076004,0.9999996423721313,554.2816840410233,722.2947009801865,0.9999998807907104,532.6500419974327,719.3426752090454,0.9999998807907104
1329,4.6090134382247925,4.135991305112839,0.0005923022399656475,1.1158370971679688,2.9337040185928345,0.07606862485408783,559.6304187774658,705.8504066467285,1.0,554.7722326517105,725.2486667633057,0.9999998807907104,531.8185426294804,720.2105131149292,1.0
1330,4.395648002624512,4.123847812414169,0.0005991539801470935,1.0195093154907227,2.7778724431991577,0.08293971419334412,558.6774573326111,709.6831607818604,0.9999998807907104,553.7298948764801,727.9315130710602,0.9999995231628418,531.677262544632,723.372329056263,1.0
1331,4.472120612859726,4.131620928645134,0.0008250476093962789,0.9938621520996094,2.8092538118362427,0.14168699085712433,556.3548370599747,712.4060726165771,0.9999998807907104,551.6203932762146,730.117800116539,0.9999997615814209,528.1718280315399,725.660594701767,0.9999998807907104
1332,536.8227245807648,718.3459825515747,0.0006060321466065943,1.0175061225891113,2.8993635177612305,0.07572050392627716,554.3902970552444,711.1178288459778,0.9999998807907104,549.5092761516571,729.0506370067596,0.9999998807907104,526.6637897491455,725.412436246872,0.9999998807907104
1333,178.15080535411835,337.16158509254456,0.005343600641936064,0.9607982635498047,2.992941975593567,0.10413485020399094,552.8115057945251,709.6808435916901,0.9999998807907104,549.2503898143768,727.5383195877075,0.9999998807907104,527.1309807300568,724.8257877230644,0.9999998807907104
1334,178.71589386463165,333.96517646312714,0.04527236148715019,0.958582878112793,2.9304089546203613,0.10082385689020157,550.1492414474487,707.3373872041702,1.0,547.2890819311142,724.9497715234756,1.0,525.5115842819214,722.9027235507965,0.9999998807907104
1335,4.53206992149353,4.10593980550766,0.0006962807383388281,1.0431206226348877,2.8786869049072266,0.10282495617866516,549.0776032209396,707.8215368688107,1.0,546.1966537237167,726.1504642963409,1.0,524.0249469280243,724.0000867194467,1.0
1336,4.390929281711578,4.180107846856117,0.0008799394126981497,1.0470695495605469,2.8724565505981445,0.15404112637043,548.3718022704124,710.9250023365021,1.0,545.814043045044,728.2119827270508,0.9999997615814209,523.5558115243912,727.1328463554382,1.0
1337,178.71718442440033,338.5396193265915,0.0009804738219827414,1.078354835510254,2.899536967277527,0.16917891800403595,547.9302038624883,711.1823987960815,1.0,546.1865975856781,729.5209431648254,0.9999998807907104,522.6174479722977,727.6697418689728,1.0
1338,4.414791256189346,4.273652255535126,0.0009296378120779991,1.0092363357543945,2.9586896896362305,0.16121357679367065,547.2061802744865,710.2014639377594,1.0,545.6832618713379,727.9496457576752,0.9999995231628418,523.0189223885536,725.81401014328,1.0
1339,178.9269791841507,337.5008614063263,0.05809800326824188,1.0787622928619385,2.918933868408203,0.13181985914707184,546.0772616863251,710.2318730354309,1.0,543.9501461982727,727.8900487422943,0.9999990463256836,521.6149125099182,726.2553765773773,1.0
1340,4.441996455192566,4.140510633587837,0.0007455918821506202,1.0375392436981201,2.924431800842285,0.11239631474018097,545.1464364528656,711.9406771659851,1.0,543.560378074646,728.6602754592896,0.9999985694885254,521.3872423171997,727.2978677749634,0.9999998807907104
1341,4.577712178230286,4.109367035329342,0.0007798434235155582,1.1018939018249512,2.7738771438598633,0.1178736537694931,543.6506958007812,713.3616881370544,0.999998927116394,541.8138723373413,730.2328660488129,0.9999954700469971,519.5775647163391,727.9892733097076,0.9999998807907104
1342,171.51086828112602,328.41404008865356,0.9999994039535522,1635.114177107811,753.8313314914703,1.0,543.3547401428223,713.5838942527771,0.9999972581863403,542.0023872852325,730.6263049840927,0.9999969005584717,518.8377676010132,729.2706995010376,0.9999996423721313
1343,172.12785241007805,329.40380859375,0.9999979734420776,1637.7500796318054,753.2865254878998,0.9999998807907104,542.069109916687,714.8546915054321,0.9999986886978149,540.4193675220013,731.0167280435562,0.9999983310699463,518.4590966701508,729.8803853988647,0.9999998807907104
1344,173.09146201610565,328.86467933654785,0.9999988079071045,1638.2696559429169,752.1502740383148,0.9999997615814209,540.5041952133179,716.4290398955345,0.9999986886978149,538.7708202600479,731.318408370018,0.9999971389770508,516.2021332532167,729.7949979305267,0.9999998807907104
1345,172.19488564133644,330.5431855916977,0.999998927116394,1638.2987196445465,751.2831144332886,0.9999996423721313,539.043440759182,714.5642585754395,0.9999991655349731,538.1417527198792,730.561338186264,0.9999979734420776,515.1021176576614,730.3734574317932,0.9999998807907104
1346,173.65349054336548,333.3226613998413,0.9999996423721313,1638.7716662883759,751.2082529067993,0.999998927116394,536.8848419189453,713.8768644332886,0.9999983310699463,536.6808490753174,730.408237695694,0.9999990463256836,514.1171963214874,730.5208718776703,0.9999998807907104
1347,175.94816303253174,335.5222158432007,0.9999998807907104,1640.772885799408,750.8255848884583,0.9999924898147583,537.0911953449249,713.0503602027893,0.9999992847442627,536.0108952522278,730.6767663955688,0.9999994039535522,512.8689079284668,730.1957950592041,0.9999998807907104
1348,176.86735320091248,336.24824047088623,0.9999998807907104,1641.6872553825378,751.0851836204529,0.9999854564666748,536.2942171096802,715.5345286130905,0.9999971389770508,536.2434296607971,730.9375152587891,0.9999991655349731,512.6866335868835,731.3967269062996,0.9999998807907104
1349,177.29301810264587,339.41090643405914,1.0,1641.9269757270813,750.7503626346588,0.9999818801879883,535.9602930545807,712.8432641029358,0.9999996423721313,538.7708008289337,729.4483230113983,0.9999967813491821,514.3722186088562,731.4335179328918,1.0
1350,176.3386664390564,339.5159673988819,1.0,1643.472529411316,749.3033990859985,0.9999794960021973,534.5370106697083,700.5471748709679,1.0,541.0182218551636,716.894446849823,0.9999984502792358,517.0930190086365,723.8326303064823,1.0
1351,178.40663254261017,340.73090398311615,1.0,1644.1781206130981,747.7588777244091,0.9999673366546631,538.5751141309738,695.3053991794586,1.0,547.0793706178665,710.8041367530823,1.0,522.5461970567703,720.4258596897125,0.9999998807907104
1352,177.75724625587463,340.2475724220276,1.0,1644.6414241790771,747.0466263890266,0.9999775886535645,541.4902470111847,695.679838180542,0.9999996423721313,551.077534198761,712.0623812675476,0.9999997615814209,526.4160840511322,722.1269165277481,1.0
1353,177.62064003944397,342.90919375419617,1.0,1644.7681531906128,745.7464790344238,0.999963641166687,544.0523459911346,700.9979735612869,1.0,550.2966413497925,716.9689344763756,0.9999998807907104,527.6519017219543,724.7067781090736,1.0
1354,177.9071066379547,343.4122738838196,1.0,1645.8035697937012,746.552003622055,0.9999302625656128,547.6463536024094,699.9281249940395,1.0,554.2342557907104,715.7671207785606,0.9999967813491821,530.2493348121643,723.8903070092201,1.0
1355,179.00051712989807,343.09189224243164,1.0,1645.1719646453857,745.329442024231,0.9998582601547241,550.0794353485107,699.0045872926712,1.0,558.6934762001038,713.5658764839172,0.9999990463256836,531.9009419232607,721.8795971870422,1.0
1356,179.29792886972427,342.98309230804443,1.0,1645.0856869220734,741.8016715049744,0.9999865293502808,555.0090168118477,698.4933792352676,0.9999996423721313,563.0890555381775,713.4766268730164,0.9999998807907104,537.4081587791443,721.3691592216492,0.9999998807907104
1357,178.84327447414398,345.50037360191345,1.0,1644.24779163301,740.0220628920943,0.9999895095825195,556.9532943964005,698.5535471439362,0.9999995231628418,564.3060075044632,712.7282681465149,0.9999998807907104,541.8764295578003,721.7163734436035,0.9999998807907104
1358,178.44649028778076,346.27340519428253,1.0,1645.2679047584534,735.0076875686646,0.9999823570251465,556.3625057041645,698.5717930793762,0.9999996423721313,564.3661428391933,712.8986263275146,0.9999998807907104,540.6033835411072,722.3311191797256,1.0
1359,177.38070058822632,347.73329946398735,1.0,1644.9566344618797,734.9100489616394,0.9999896287918091,554.230872631073,699.4101662039757,0.9999998807907104,562.8546242713928,713.9845871925354,0.9999998807907104,538.1002844572067,722.846031665802,1.0
1360,178.55539906024933,346.1767683029175,1.0,1646.2924962043762,728.8745126724243,0.9999935626983643,551.0656998157501,699.9340585768223,1.0,559.0251760482788,714.9780268669128,0.9999994039535522,534.8776824474335,724.623094201088,1.0
1361,178.97716343402863,347.13883739709854,1.0,1644.3217219114304,728.3089590072632,0.9999874830245972,546.5685690641403,699.7583665847778,1.0,554.8101967573166,713.7212791442871,0.9999980926513672,531.3908185958862,723.8252973556519,1.0
1362,178.5937783718109,349.1865072250366,1.0,1646.6122279167175,724.1068854704499,0.9999994039535522,543.9494462013245,699.1315413117409,1.0,551.3684463500977,714.0545480251312,0.9999997615814209,529.1313490867615,724.2496153712273,0.9999997615814209
1363,178.45621132850647,347.48011976480484,1.0,1647.1220531463623,720.3192007541656,0.9999957084655762,541.6326260566711,699.5852082073689,0.9999998807907104,549.5542305707932,715.0837981700897,0.9999998807907104,526.4287106990814,724.8493991494179,0.9999998807907104
1364,177.9503996372223,345.38258934020996,0.9999998807907104,1647.0301585197449,720.0098032951355,0.9999966621398926,539.1778506040573,700.1013871878386,0.9999997615814209,547.565290004015,714.1519083976746,0.9999997615814209,523.6477898359299,724.2182503044605,0.9999992847442627
1365,176.38019442558289,347.13498240709305,1.0,1648.7687213420868,718.7460470199585,0.9999954700469971,538.7661581039429,701.6860275268555,0.9999996423721313,546.0646765232086,715.817730858922,0.9999996423721313,523.780043900013,724.9795250892639,0.9999994039535522
1366,174.59396886825562,349.51519548892975,0.9999998807907104,1647.470275402069,713.3941469192505,0.9999957084655762,537.2141265869141,701.9903296232224,1.0,545.6516261100769,716.719185769558,0.9999992847442627,520.646345615387,728.6591477394104,0.999995231628418
1367,173.04325437545776,347.13650864362717,0.9999997615814209,1647.3681111335754,712.3704433441162,0.9999915361404419,536.4624352455139,701.6147842407227,1.0,544.3461441993713,714.1464095115662,0.9999988079071045,525.9282448291779,725.5615110397339,0.9999701976776123
1368,173.8862819671631,347.74362313747406,0.9999995231628418,1645.5028867721558,707.1221168637276,0.9999995231628418,535.611065864563,700.9007712602615,1.0,543.1100506782532,713.7485809326172,0.999996542930603,525.8279582262039,723.6781002879143,0.9998970031738281
1369,174.5109839439392,350.045494556427,0.9999997615814209,1644.8201383948326,706.4570311307907,0.9999972581863403,534.3385546207428,700.9597576260567,1.0,542.1300201416016,713.0550365447998,0.9999878406524658,525.2836250066757,722.5784007310867,0.9989362359046936
1370,175.32250547409058,352.77550745010376,1.0,1646.5614428520203,704.1952579021454,0.999997615814209,533.189642906189,701.1202660799026,1.0,540.8476149439812,717.4117169380188,0.9999146461486816,515.0773671865463,728.4320707321167,0.9999986886978149
1371,175.72058987617493,356.65009796619415,1.0,1647.1743836402893,700.4347347617149,0.9999933242797852,530.8579441308975,699.1756947636604,1.0,538.8597482442856,713.5017590522766,0.9999924898147583,518.3918962478638,726.1379067897797,0.9999544620513916
1372,173.58276641368866,358.4458293914795,1.0,1644.4731187820435,699.0512357950211,0.9999845027923584,530.2195099592209,699.7360832393169,0.9999998807907104,537.7503581047058,714.0019574165344,0.9999758005142212,518.9206809997559,725.5449894666672,0.9999561309814453
1373,173.5651627779007,359.21583819389343,1.0,1647.5099439620972,695.8228158950806,0.9999947547912598,529.8840277194977,700.263556689024,1.0,538.8316339254379,714.609570980072,0.9999920129776001,518.3114161491394,726.3246369361877,0.9999935626983643
1374,173.2173147201538,362.14197063446045,0.9999998807907104,1645.5721226930618,694.9931740760803,0.9999973773956299,528.6179158687592,700.8934898972511,0.9999998807907104,537.6903727054596,715.3632526397705,0.9999788999557495,517.6819767951965,726.2208547592163,0.9999827146530151
1375,172.31955295801163,363.0950436592102,0.999998927116394,1645.9166674613953,690.2042908668518,0.9999991655349731,527.244616985321,701.2723853588104,0.9999997615814209,537.6357316970825,715.8543432503939,0.9999904632568359,517.692569732666,724.6373187303543,0.9999696016311646
1376,171.98589982278645,365.4998970031738,0.9999996423721313,1644.2493851482868,684.8848457336426,0.9999593496322632,527.6379556655884,702.2644486427307,0.9999998807907104,537.0692934989929,715.7826020270586,0.9999890327453613,517.2246969938278,724.3598743677139,0.9998897314071655
1377,169.89212656021118,369.9281666278839,1.0,1646.5417184829712,684.9478709697723,0.9999955892562866,525.1741108894348,704.0585610866547,0.9999998807907104,534.4691324234009,716.5016070008278,0.9999973773956299,514.9983651638031,723.5984091162682,0.999677300453186
1378,169.51671361923218,371.86391864717007,1.0,1645.4392877817154,679.7457981109619,0.9999974966049194,523.4491190314293,704.2329232692719,0.9999995231628418,531.5040085315704,716.2811399996281,0.9999967813491821,515.8643211275339,720.5283348560333,0.9893364906311035
1379,169.0514726638794,371.4134858250618,1.0,1646.3222312927246,677.9579751491547,0.9999983310699463,522.325690984726,705.0415759086609,0.9999997615814209,530.6000106334686,718.6338622570038,0.9999983310699463,509.9131758213043,724.9941419363022,0.9997101426124573
1380,169.20938110351562,375.52190923690796,1.0,1645.7652916908264,674.7014266252518,0.9999986886978149,522.3886080980301,705.2471697330475,0.9999997615814209,530.0228395462036,717.7216576337814,0.9999986886978149,515.7447949945927,721.5976481437683,0.999291181564331
1381,169.7921154499054,376.62726402282715,0.9999997615814209,1645.9620051383972,675.090374827385,0.9999973773956299,519.6461622714996,704.8902640342712,1.0,528.658299446106,715.4805500507355,0.9999936819076538,511.1233768463135,723.5465158820152,0.9986557960510254
1382,168.63060808181763,378.0025248527527,0.9999998807907104,1644.8737740516663,669.7698739767075,0.9999868869781494,520.2229309082031,704.1971263885498,1.0,529.3144288063049,716.3199717402458,0.9999982118606567,510.9942398071289,725.1749999523163,0.9999210834503174
1383,168.4496169090271,380.69464802742004,0.9999998807907104,1645.82182264328,669.4433212280273,0.9999954700469971,520.0943264961243,703.4862096309662,1.0,529.216922044754,714.0474462509155,0.9999969005584717,515.46167075634,720.8317174911499,0.9995213747024536
1384,168.93846321105957,384.1715421676636,0.9999998807907104,1646.807101726532,669.3928133249283,0.9999963045120239,521.5883870124817,703.2990236282349,0.9999990463256836,529.8965239524841,716.2853385210037,0.9999923706054688,511.00922203063965,722.6760272979736,0.9995310306549072
1385,166.2931022644043,387.5873662829399,1.0,1648.0315952301025,662.1403388977051,0.9999995231628418,524.7518743276596,712.5381202697754,0.9989548921585083,511.0044491291046,739.0618349313736,0.9996127486228943,496.7982850074768,730.0399433374405,0.9998998641967773
1386,166.73605251312256,390.77733850479126,1.0,1645.5993843078613,659.0955992341042,0.9999970197677612,525.6726713180542,724.7303041219711,0.8699262142181396,506.673721909523,741.4722483158112,0.9999657869338989,494.3107876777649,730.2066577672958,0.9999316930770874
1387,169.72507858276367,391.15624022483826,0.9999998807907104,1646.462040424347,656.1948218345642,0.9999986886978149,524.2507181465626,723.3660267591476,0.9016076326370239,505.3636620044708,740.9331793189049,0.9999872446060181,492.07565999776125,730.7457865476608,0.999983549118042
1388,168.638521194458,395.36983186006546,0.9999997615814209,1648.971507549286,654.3010513782501,0.9999972581863403,520.0466561317444,734.0078964233398,0.1976737678050995,505.33295917510986,740.3456245362759,0.9996858835220337,494.24608635902405,731.0779469013214,0.9999421834945679
1389,168.68410205841064,397.0895982980728,1.0,1646.279025554657,649.7896208763123,0.9999985694885254,520.522340297699,733.8437194824219,0.21597929298877716,506.00052523612976,739.2548581957817,0.9999234676361084,495.4634675979614,730.7065885066986,0.9999624490737915
1390,171.3137544989586,397.8695387840271,0.9999990463256836,1643.5476567745209,649.031002998352,0.9999977350234985,524.0654548406601,697.8759970664978,0.977301299571991,505.9937825202942,737.161812543869,0.9955013394355774,496.84050488471985,728.9324131011963,0.9996615648269653
1391,168.61834955215454,399.21363067626953,0.9999998807907104,1644.7603721618652,647.3396415710449,0.9999983310699463,524.8385882377625,695.2263979911804,0.8582396507263184,506.9449830055237,738.082794547081,0.9995508790016174,495.61382246017456,728.9153065681458,0.999884843826294
1392,166.87674164772034,401.15836238861084,1.0,1645.3104119300842,646.4286344051361,0.9999974966049194,527.1608350276947,698.1368145942688,0.902630090713501,508.60129207372665,738.2300757169724,0.9993675351142883,499.1043458580971,729.3648753166199,0.9998977184295654
1393,167.63648772239685,402.6433438062668,1.0,1646.545090675354,643.0814540982246,0.9999996423721313,526.3361220359802,704.838828086853,0.999998927116394,530.6831629276276,724.1343323737383,0.9999796152114868,505.417031288147,725.1418826580048,0.9999672174453735
1394,168.25064086914062,404.35356080532074,1.0,1644.5622584819794,639.8046550750732,0.9999983310699463,522.3138093948364,704.4954605102539,0.9999995231628418,525.8788251876831,717.1356376409531,0.9999650716781616,500.7083430290222,724.7264711856842,0.9999473094940186
