scorer,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000,DeepCut_resnet50_VF_example2Mar16shuffle1_1030000
bodyparts,stimulusLeft,stimulusLeft,stimulusLeft,stimulusRight,stimulusRight,stimulusRight,leftHead,leftHead,leftHead,topHead,topHead,topHead,rightHead,rightHead,rightHead
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
5634,158.72572541236877,531.6756332814693,1.0,1647.0286674499512,549.5924898386002,0.9999994039535522,695.585845708847,537.4543414115906,0.9999998807907104,674.5391299724579,527.7258818149567,0.9999998807907104,684.6459277868271,511.1997640132904,0.9999995231628418
5635,157.88077926635742,540.1701948195696,0.9999996423721313,1644.5888292193413,546.4264175891876,0.9999980926513672,693.6941717863083,536.2712712287903,0.9999998807907104,673.0142157077789,526.4099705219269,0.9999998807907104,682.5284377336502,510.7631571292877,0.9999992847442627
5636,159.43263006210327,558.1908934116364,0.9999997615814209,1644.842830657959,539.838709756732,0.9999881982803345,693.1071786880493,535.1394145488739,1.0,671.9672160148621,524.9968365430832,0.9999998807907104,682.8162633180618,509.175279378891,0.9999997615814209
5637,159.68178987503052,564.1830041855574,1.0,1643.6474041938782,538.6355624198914,0.9999922513961792,688.9810316562653,534.1680598258972,1.0,669.1765055656433,523.1097771525383,0.9999996423721313,680.2934894561768,507.359946846962,1.0
5638,160.0366187095642,578.7858294248581,0.9999998807907104,1643.9424811303616,534.6013612747192,0.9999984502792358,676.0853661298752,536.6958990097046,1.0,659.9032146111131,524.3757063150406,1.0,672.2487187385559,507.7230036854744,1.0
5639,158.95580863952637,590.7713129520416,0.9999997615814209,1645.7240533828735,532.7337310910225,0.9999966621398926,658.524756193161,537.5228462219238,1.0,649.4210848808289,522.7154316902161,1.0,660.7759653925896,509.0347764492035,1.0
5640,156.9670267701149,602.2829881906509,0.9999985694885254,1645.3833367824554,534.5750365257263,0.9999964237213135,663.8552534580231,536.0720710754395,1.0,651.2008872032166,522.6155265569687,1.0,663.539085149765,505.92426586151123,1.0
5641,157.5168033838272,613.2440938949585,1.0,1644.145241856575,530.032919049263,0.9999986886978149,671.3829658031464,542.847264289856,0.9999996423721313,653.2688765525818,530.4721455574036,1.0,664.0809345245361,512.8041906356812,1.0
5642,157.92213463783264,626.032484292984,0.9999998807907104,1646.1517581939697,528.7369022369385,0.9999990463256836,671.1735982894897,547.2845315337181,0.9999998807907104,653.1578674316406,537.3526649475098,0.9999995231628418,663.2000215053558,518.5554065704346,1.0
5643,159.68434762954712,634.4022042751312,0.9999998807907104,1644.7773873806,522.3549208641052,0.9999957084655762,671.3035650253296,549.2270530462265,1.0,653.4915978908539,538.9572278261185,0.9999995231628418,664.6053457260132,520.1419115066528,1.0
5644,160.22478199005127,632.2260551452637,1.0,1642.8730605840683,521.2554020881653,0.9999972581863403,675.1819800138474,549.4587535858154,1.0,656.5456733703613,538.6718286275864,1.0,667.6805777549744,519.5983557701111,1.0
5645,159.20193910598755,635.991666126065,0.9999997615814209,1643.0303597450256,518.3589050769806,0.9999994039535522,677.9572573900223,550.5309131145477,1.0,658.0290458202362,539.8154608756304,1.0,669.5056595802307,520.8922500610352,1.0
5646,160.0651891231537,636.855667412281,0.9999998807907104,1644.7859394550323,513.7674548625946,0.9999996423721313,676.8437632918358,551.5959761142731,1.0,657.0790610313416,541.1525143384933,1.0,668.6646763682365,521.9584350585938,1.0
5647,160.50631976127625,635.6278953552246,0.9999998807907104,1644.6402878761292,512.9269454479218,0.9999991655349731,678.6862931251526,552.0980019569397,0.9999998807907104,657.974228143692,540.844850897789,1.0,669.0536482334137,521.9794397354126,1.0
5648,158.98303651809692,638.452089548111,0.9999998807907104,1643.9110603109002,508.74366188049316,0.9999818801879883,681.6646485328674,551.8673238754272,0.9999998807907104,661.4529824256897,541.1990784406662,1.0,673.4022810459137,521.7707314491272,1.0
5649,160.23477458953857,641.8511731624603,1.0,1644.0877175703645,505.0559039115906,0.9999979734420776,683.8868118226528,552.6499099731445,0.9999997615814209,662.7453136444092,541.0449321269989,1.0,674.5693966150284,522.0566644668579,1.0
5650,160.81202745437622,645.3431966304779,1.0,1644.8606171011925,504.7768144607544,0.9999972581863403,683.6891999840736,552.2291512489319,0.9999998807907104,662.3476538658142,540.4607968330383,1.0,673.8786220550537,521.77272605896,1.0
5651,161.27539777755737,650.2634389400482,1.0,1643.6972073614597,503.1670937538147,0.9999974966049194,683.0443889498711,550.7867488861084,0.9999998807907104,662.157475233078,539.4684197306633,1.0,674.2776705026627,520.2554578781128,1.0
5652,160.381774187088,647.9016823768616,1.0,1647.2414479255676,498.36426627635956,0.9999996423721313,682.0564579963684,548.287777274847,0.9999998807907104,661.3949840068817,538.5247087478638,1.0,673.2899744510651,519.245242357254,1.0
5653,160.51076364517212,647.3177444934845,1.0,1645.7013815641403,494.24857473373413,0.9999978542327881,682.9192290306091,548.075532913208,0.9999998807907104,661.360483288765,537.8191044330597,1.0,673.5379972457886,518.4523239135742,1.0
5654,161.53494596481323,650.746924161911,1.0,1645.1952224969864,496.2701334953308,0.9999977350234985,681.6029739379883,547.6378698945045,0.9999998807907104,660.5229698419571,537.4437408447266,1.0,671.8624136447906,519.2805614471436,1.0
5655,160.32032680511475,652.5584144592285,0.9999998807907104,1645.6749591827393,493.72690081596375,0.999990701675415,680.5655417442322,547.0829837322235,1.0,659.810967862606,536.9342041015625,1.0,670.9860186576843,519.128436088562,1.0
5656,160.2540533542633,653.3044629096985,1.0,1644.5336173772812,487.89029002189636,0.9999988079071045,679.9436366558075,546.9579641819,1.0,659.4301993846893,537.839672088623,1.0,671.1223928928375,519.5127332210541,1.0
5657,160.70902252197266,656.4016978740692,1.0,1645.3072037696838,487.2423446178436,0.999997615814209,679.3047938346863,547.7797524482012,1.0,659.0986121296883,538.6514573097229,1.0,671.350766658783,519.7734806537628,1.0
5658,160.63980436325073,657.052116394043,1.0,1643.3510276675224,483.86129005253315,0.9999994039535522,678.7895238399506,547.5322096049786,1.0,658.1871694326401,538.954962015152,1.0,669.1732071638107,520.6120896339417,1.0
5659,160.33712673187256,660.0672488585114,1.0,1643.0453398227692,480.68886613845825,0.9999986886978149,682.0202474594116,546.637095451355,1.0,660.2453208118677,539.1036618351936,1.0,670.0527474880219,519.3419761657715,1.0
5660,161.70862531661987,660.4632729589939,1.0,1642.6956934928894,477.5210180282593,0.9999915361404419,682.7300186157227,546.1090970039368,0.9999998807907104,661.1098508834839,539.1601101756096,1.0,671.4657354354858,519.4233939647675,1.0
5661,160.13152265548706,666.4297959804535,0.9999994039535522,1642.6887021064758,473.47812008857727,0.9999971389770508,684.1912478357553,547.0483813285828,1.0,661.9251695871353,538.8590362071991,1.0,672.7193899154663,518.8034274578094,1.0
5662,161.05695962905884,666.8380951881409,0.9999998807907104,1643.7094970345497,475.65092515945435,0.9999730587005615,684.106419980526,547.3275693655014,1.0,662.6799831390381,537.9066891670227,1.0,673.762815952301,518.8088011741638,1.0
5663,161.40726780891418,671.512936592102,1.0,1643.158595263958,470.33248114585876,0.9999972581863403,685.0549939870834,547.762107104063,1.0,663.4330039024353,537.8545198440552,1.0,674.5809432268143,519.2107982635498,1.0
5664,162.028315782547,670.0395255088806,1.0,1644.94462788105,467.35409688949585,0.9999985694885254,684.1986127048731,547.8958592042327,1.0,663.9514429569244,537.4286987781525,0.9999998807907104,674.5808182954788,519.7235255241394,1.0
5665,160.93733668327332,673.2735314369202,1.0,1643.1534401774406,464.10866808891296,0.9999988079071045,683.4339373707771,547.0726679563522,1.0,663.835816860199,537.2563755512238,0.9999998807907104,675.0305822491646,519.3321874141693,1.0
5666,161.93587923049927,673.7268650531769,1.0,1645.4747825860977,462.8470849990845,0.9999954700469971,672.7512567043304,549.1127018928528,1.0,657.5055754184723,537.8864512443542,1.0,670.1508960723877,520.843433380127,1.0
5667,161.2091522216797,676.4619149565697,1.0,1644.3910441100597,456.9685926437378,0.9999979734420776,657.02161860466,552.2810559272766,1.0,647.5890250205994,538.3605060577393,1.0,658.5371308326721,524.1802785843611,1.0
5668,161.35956501960754,678.0888569355011,1.0,1643.8868475407362,456.03683042526245,0.9999960660934448,659.2408787608147,550.568585395813,1.0,648.5372920036316,536.4519710540771,1.0,660.2352987378836,521.2691493034363,1.0
5669,162.3148410320282,678.4507992267609,1.0,1644.2026000022888,455.95857286453247,0.9999971389770508,668.4887928366661,550.9686503410339,1.0,652.5805926322937,538.9523706436157,1.0,664.8013198375702,521.5945472717285,1.0
5670,163.02708262205124,677.7728972434998,1.0,1643.0393894910812,447.98120307922363,0.9999983310699463,670.9853930473328,552.6869189739227,0.9999997615814209,655.1826124191284,541.0322905778885,1.0,666.7054228782654,522.852532863617,1.0
5671,162.0083750486374,682.255665063858,1.0,1643.5376035869122,448.6987929344177,0.9999970197677612,673.2511858940125,553.6168735027313,0.9999998807907104,656.560088634491,542.0808372497559,1.0,667.9287238270044,525.1219403743744,0.9999998807907104
5672,162.58203959465027,682.4062896966934,1.0,1642.6848578453064,446.15545749664307,0.999994158744812,675.5346125662327,553.9084992408752,0.9999998807907104,657.8278293609619,543.0418794155121,1.0,669.4757900238037,524.6809341311455,1.0
5673,163.2305344939232,684.2475966662169,1.0,1643.6689378917217,442.2634811401367,0.9999940395355225,676.5429904460907,553.4599394798279,0.9999998807907104,657.7485752105713,543.4981560707092,1.0,668.2714343070984,525.5797832012177,0.9999998807907104
5674,163.682137042284,683.8642960637808,0.9999998807907104,1643.127016544342,439.78181767463684,0.9999948740005493,678.4098129272461,553.6204404830933,0.9999998807907104,659.2663419246674,542.9541368484497,1.0,671.3275241851807,523.6916909813881,1.0
5675,161.98264837265015,692.6808401942253,1.0,1642.4480389356613,437.7205044031143,0.999997615814209,680.0519962310791,552.64013671875,0.9999998807907104,660.800324857235,542.4126677513123,1.0,672.9907839298248,524.1048674434423,1.0
5676,163.4013787508011,694.8059554100037,1.0,1644.3568839728832,436.62291300296783,0.9999983310699463,680.8788447380066,551.8150110244751,0.9999997615814209,661.7100911140442,541.1713701486588,1.0,673.3037691116333,524.0860253274441,1.0
5677,162.34424829483032,696.1814074516296,1.0,1645.1866210699081,434.2041668891907,0.9999933242797852,683.0751425027847,552.2275938987732,0.9999992847442627,662.6960623264313,541.8113384246826,1.0,674.1535490751266,524.4116034209728,1.0
5678,163.1194109916687,697.618170261383,1.0,1642.4935488700867,431.2771210670471,0.9999957084655762,681.7965550422668,551.369246006012,0.9999997615814209,662.945084810257,541.4267514944077,1.0,674.6316314935684,524.7269825935364,1.0
5679,164.10333189368248,698.0014159679413,1.0,1642.6394510269165,428.4795240163803,0.9999954700469971,683.1798223257065,550.7395405769348,0.9999995231628418,664.0582103729248,540.2086459696293,0.9999997615814209,675.3276891112328,524.3131485879421,1.0
5680,164.90615731477737,699.3365407586098,1.0,1643.1898522377014,426.745258808136,0.9999912977218628,683.0542838573456,550.9502449035645,0.9999995231628418,664.6065964698792,540.8184022903442,0.9999995231628418,675.5504455268383,524.4497463107109,1.0
5681,163.1444028019905,702.0458500385284,1.0,1641.1005492210388,423.16835498809814,0.9999985694885254,681.5116443634033,551.6524772644043,0.9999997615814209,663.4541828632355,541.0914322137833,0.9999998807907104,673.7259933948517,525.1104501485825,1.0
5682,162.916450381279,706.2595856189728,1.0,1640.9273233413696,419.5064092874527,0.9999991655349731,680.7612342834473,551.2480435371399,0.9999998807907104,663.2169888019562,540.8116800189018,0.9999998807907104,674.1608078479767,525.6448786258698,1.0
5683,163.57123836874962,707.7386045455933,1.0,1639.7222471237183,417.35537934303284,0.9999996423721313,681.4992809295654,551.664205789566,0.9999994039535522,664.4479489326477,541.283101439476,0.9999995231628418,674.8098541498184,526.336492061615,1.0
5684,163.8751517161727,711.4855282306671,1.0,1639.8395977020264,414.981835603714,0.999998927116394,681.3516092300415,552.0709085464478,0.9999990463256836,664.7704586982727,541.8198840618134,0.9999994039535522,674.9487603902817,527.284969329834,1.0
5685,165.16628897190094,712.56778383255,1.0,1639.806603193283,412.4536831378937,0.9999985694885254,682.4677027463913,552.4479699134827,0.9999958276748657,665.8244957923889,542.5916264057159,0.9999988079071045,675.9470239132643,527.6650788784027,1.0
5686,166.94823169708252,717.2397754192352,1.0,1640.1280517578125,410.04702734947205,0.9999984502792358,680.4806609153748,552.2840642929077,0.9999920129776001,666.5952526330948,542.0435600280762,0.9999947547912598,674.8129408359528,528.2939300537109,1.0
5687,166.2908477783203,715.9820241685957,1.0,1639.0517704486847,407.09361934661865,0.9999997615814209,686.8496117591858,556.1685325205326,0.9999872446060181,669.6227583885193,543.8101325035095,0.9999982118606567,677.791689991951,530.6111742258072,1.0
5688,165.80100631713867,714.7228829860687,0.9999998807907104,1640.8089265823364,404.8560376763344,0.9999994039535522,691.7577603906393,558.9494369029999,0.99998939037323,673.6526217460632,547.7096444368362,0.9999998807907104,681.0335266590118,531.8775359690189,0.9999998807907104
5689,166.70902729034424,716.8484178781509,1.0,1641.4999127388,403.6558008491993,0.999998927116394,693.8550045490265,560.3748025894165,0.9999830722808838,676.0527418851852,549.0430897474289,1.0,683.4670117497444,534.5386307239532,0.9999998807907104
5690,165.07583510875702,718.1410934925079,1.0,1642.5617781877518,402.2766761779785,0.9999977350234985,694.352602481842,558.7866082191467,0.999970555305481,677.2192853689194,550.3400704860687,1.0,685.4638532400131,536.4900860786438,0.9999990463256836
5691,165.78628063201904,722.5598561763763,1.0,1641.0847706794739,398.5811519622803,0.9999955892562866,693.6339772939682,561.0020003318787,0.9999339580535889,677.1488816738129,551.48140001297,0.9999997615814209,685.1879920959473,539.095823764801,0.9999953508377075
5692,166.62519025802612,726.883327960968,1.0,1642.13898229599,397.1499433517456,0.9999910593032837,697.0053677558899,562.5743380784988,0.9999517202377319,679.2219665050507,551.7734446525574,0.999998927116394,688.9839415550232,538.2207225561142,0.9999979734420776
5693,166.1047863960266,725.5084186792374,1.0,1640.0531191825867,395.6133403778076,0.999991774559021,701.6947174072266,564.7042509913445,0.9999122619628906,681.7131595611572,551.5854377746582,0.9999954700469971,690.6011714935303,537.862715959549,0.9999992847442627
5694,166.69649481773376,730.1737928390503,0.9999998807907104,1641.8737077713013,392.87267112731934,0.9999887943267822,702.2166385650635,564.8765297532082,0.9999654293060303,682.9866544008255,552.228184223175,0.9999948740005493,692.1259949207306,538.8891447782516,0.9999995231628418
5695,165.50286734104156,733.5942280292511,0.9999998807907104,1641.2574634552002,390.0964140892029,0.9999947547912598,701.9941024780273,565.3506337404251,0.9999841451644897,682.3542385101318,554.3634743690491,0.9999368190765381,692.4132439494133,540.9498199224472,0.9999997615814209
5696,166.0487926006317,737.7538070678711,1.0,1639.4134812355042,388.1983285844326,0.9999995231628418,705.1512010097504,566.2471044063568,0.9999822378158569,686.6808676719666,555.6775788664818,0.9999758005142212,695.520453453064,540.061923161149,0.9999983310699463
5697,167.2385630607605,737.9474561214447,1.0,1640.663815021515,384.7699325084686,0.9999991655349731,702.2090637683868,564.9658792614937,0.9999340772628784,685.1194807291031,554.8296556472778,0.9999558925628662,694.8995072841644,540.7645123004913,0.9999985694885254
5698,167.6767294406891,741.2830722332001,1.0,1640.0782480239868,380.6911941766739,0.9999980926513672,704.2401118278503,566.0994157791138,0.9999463558197021,686.4248795509338,556.2354617863894,0.9999825954437256,695.3264508247375,541.2534725666046,0.9999953508377075
5699,167.14297533035278,742.0845155715942,1.0,1639.0150632858276,375.88388991355896,0.9999979734420776,703.0780863761902,565.9069454669952,0.9999212026596069,684.7466832399368,555.3852387070656,0.999974250793457,693.9495589733124,541.2491073608398,0.9999990463256836
5700,166.44594383239746,750.6492455005646,0.9999998807907104,1638.9498505592346,373.58124363422394,0.9999996423721313,702.6196672916412,566.5057392120361,0.9999815225601196,684.1612046808004,555.9241642951965,0.9999868869781494,694.4207217693329,540.6683155298233,0.9999988079071045
5701,166.4757215976715,747.463682115078,0.9999998807907104,1638.061145067215,371.225065946579,0.9999997615814209,701.0605525970459,569.9555892944336,0.9999955892562866,681.5877418518066,556.969048678875,0.9999998807907104,693.5704028606415,538.3839654922485,0.9999998807907104
5702,167.55823159217834,749.4357969760895,0.9999998807907104,1638.7660131454468,370.442719578743,0.9999997615814209,695.7237906455994,573.9719188213348,1.0,675.1879576444626,564.866893351078,1.0,683.3055036067963,543.3341355323792,1.0
5703,168.37488460540771,751.659017086029,1.0,1639.096347808838,366.0284860134125,0.9999986886978149,691.0670085549355,575.2575368881226,1.0,671.5043661594391,568.8451051712036,1.0,675.9312478229403,546.7870740890503,1.0
5704,168.66995239257812,752.4337003231049,1.0,1639.07763838768,363.5587357580662,0.9999991655349731,687.6680240631104,577.4476919174194,1.0,668.7700713276863,568.5494351387024,1.0,674.1139922142029,546.4264664649963,1.0
5705,168.92008686065674,752.9215195178986,1.0,1638.6302704811096,359.84766483306885,0.9999986886978149,687.5405886173248,579.2146359682083,1.0,667.339635848999,571.4472774267197,1.0,674.2053337097168,548.076475687325,1.0
5706,168.93906164169312,755.3380999565125,1.0,1637.5671701431274,355.85541792213917,0.9999996423721313,688.7085418701172,580.4839472770691,1.0,667.758885383606,572.7071699500084,1.0,674.6981582641602,549.3726756572723,1.0
5707,169.71261167526245,755.7859814316034,1.0,1637.2286170721054,351.99924755096436,0.9999984502792358,689.2921094894409,581.1018532514572,1.0,667.7149353027344,572.7944566011429,1.0,674.9241490364075,549.5868396759033,1.0
5708,168.60779523849487,756.8219067454338,1.0,1637.3605554103851,351.30637073516846,0.9999988079071045,689.0324687957764,581.1163642406464,1.0,668.0859082713723,572.2200224250555,1.0,675.0259690284729,548.3723518550396,1.0
5709,169.19844579696655,756.7022902369499,1.0,1636.1604095548391,351.5382122993469,0.9999996423721313,688.9646549224854,580.4741585254669,1.0,668.4077568054199,571.5025732517242,0.9999998807907104,675.6965708732605,547.874548599124,1.0
5710,169.20994424819946,757.1526615619659,1.0,1635.623121380806,350.53237318992615,0.9999978542327881,688.4399604797363,580.2106918692589,1.0,667.1691517829895,571.4652968049049,1.0,674.5050048828125,547.2273534536362,1.0
5711,168.0258617401123,757.8099145889282,1.0,1635.2728970646858,349.2306764125824,0.9999990463256836,687.6330456733704,579.9632367454469,1.0,666.4641532897949,570.115110874176,1.0,673.829092502594,545.8853578567505,1.0
5712,168.1510329246521,758.2168545722961,1.0,1634.5058747529984,348.7516480088234,0.9999982118606567,686.3039433956146,577.3194553852081,1.0,665.5512647628784,570.0200015306473,1.0,671.4380130767822,546.0807418823242,1.0
5713,168.33973741531372,759.945378780365,1.0,1633.3395314216614,347.48469638824463,0.999998927116394,684.1514154821634,576.8953161239624,1.0,663.7549314498901,568.7314519882202,1.0,669.5848780870438,544.8321013450623,1.0
5714,167.40182852745056,760.688717842102,1.0,1633.5635242462158,346.3390326499939,0.9999983310699463,682.8061103820801,576.8119852542877,1.0,661.9216623306274,569.0736889839172,1.0,668.1214404776692,545.3263068199158,1.0
5715,167.66537618637085,761.276837348938,1.0,1632.5498638153076,344.9591808319092,0.9999988079071045,681.6789412498474,577.333892583847,1.0,660.3411965668201,569.8356971740723,1.0,665.9320268630981,546.3454571962357,1.0
5716,167.09834003448486,762.1938090324402,1.0,1632.7086749076843,344.32308626174927,0.9999992847442627,680.2260956764221,578.9574185609818,1.0,659.2038285732269,570.6481328010559,1.0,665.3041749000549,547.0183782577515,1.0
5717,166.1720061302185,762.7970424890518,1.0,1632.3585441112518,343.76656770706177,0.9999996423721313,680.3254766464233,579.0879529118538,1.0,659.1407054066658,571.5966976583004,1.0,665.1950359344482,548.1913677155972,1.0
5718,165.58866548538208,762.9584486484528,1.0,1631.228816986084,343.9302065372467,0.9999984502792358,680.4531383514404,578.8633277416229,1.0,658.794729590416,571.3863107562065,1.0,664.9285407066345,547.7745096981525,1.0
5719,164.7313141822815,763.2243089079857,1.0,1632.3406147956848,343.39506435394287,0.9999996423721313,680.7256779670715,578.1960963010788,1.0,658.8347156047821,570.4855532646179,1.0,665.1810040473938,547.2190175652504,1.0
5720,164.35710605978966,764.213004052639,1.0,1629.995733141899,343.2424120903015,0.9999980926513672,680.9924359321594,577.1234815120697,1.0,659.4707197546959,569.7602615356445,1.0,664.7957706451416,546.8304849863052,1.0
5721,164.49464011192322,764.1163922026753,1.0,1630.8982458114624,341.6994421482086,0.9999996423721313,682.3190317153931,575.819845199585,1.0,660.0962065830827,568.8914785385132,1.0,665.457103729248,545.3385455608368,1.0
5722,165.0631719827652,764.6673273444176,1.0,1631.7029614448547,340.6295920610428,0.9999998807907104,681.7958617210388,575.072479724884,1.0,660.2674273848534,567.159485578537,1.0,665.3146948814392,543.9966530799866,1.0
5723,166.49226570129395,764.7066603302956,0.9999996423721313,1631.8007345199585,338.9124516248703,0.9999998807907104,682.3536777496338,573.2546136379242,1.0,661.0400946140289,564.9111856222153,1.0,666.651273727417,541.9547176361084,0.9999998807907104
5724,167.31710720062256,766.0958218574524,0.933430552482605,1630.5195760726929,339.59187826514244,0.9999974966049194,684.6713120937347,572.1703866422176,0.9999997615814209,663.5735375881195,565.2183713912964,1.0,668.3469460606575,542.400119304657,1.0
5725,4.8620525598526,4.0032123604323715,0.0005969119374640286,1.0589618682861328,2.9784384965896606,0.07154558598995209,695.2354538440704,574.9976305961609,1.0,673.8212015628815,577.0318467617035,1.0,669.2926268577576,549.7375067472458,1.0
5726,4.544382750988007,4.147136881947517,0.0008657556609250605,1.1624822616577148,2.9060744047164917,0.11572695523500443,707.4168084859848,577.9167997837067,1.0,691.812263995409,587.7458199560642,1.0,675.9875537315384,570.3248928785324,0.9999988079071045
5727,4.715624809265137,4.0538832657039165,0.0007108221179805696,1.0465221405029297,3.0559064149856567,0.10308655351400375,712.0002603530884,580.5564353466034,1.0,698.685218334198,592.5868606567383,1.0,681.4525685310364,581.0267530679703,1.0
5728,4.537794053554535,4.083683550357819,0.0007685148157179356,1.1708478927612305,2.986098527908325,0.09594329446554184,712.5606951713562,584.1070246696472,1.0,700.1488995701075,595.6098378002644,1.0,682.4768288135529,583.6086223125458,1.0
5729,4.7406269907951355,4.154127821326256,0.000753704400267452,1.0816125869750977,3.1558552384376526,0.106656514108181,712.5851616859436,585.977087020874,0.9999998807907104,700.4217155575752,596.9099768400192,1.0,682.4338082075119,585.1412324905396,0.9999997615814209
5730,4.954155325889587,3.9175210669636726,0.0005892824265174568,1.0408296585083008,3.0391645431518555,0.08862096071243286,713.4026927947998,587.1717448234558,0.9999997615814209,697.9086084365845,597.1984958648682,1.0,681.9868240356445,584.7065715789795,0.9999988079071045
5731,4.797614097595215,4.010659655556083,0.000791696016676724,1.0662412643432617,3.017698287963867,0.1263909935951233,711.9247570037842,589.7793182134628,0.9999998807907104,698.6200650930405,599.0011630058289,1.0,681.9579992294312,586.8959810733795,0.9999997615814209
5732,4.7768964767456055,3.8952056914567947,0.0006966006476432085,1.0237417221069336,3.02671355009079,0.10505640506744385,711.7515182495117,589.801634311676,1.0,699.0825088620186,600.1810488700867,0.9999998807907104,681.1449384689331,589.2829320430756,0.9999998807907104
5733,4.9630237221717834,3.8833956122398376,0.0005328180850483477,0.9197630882263184,2.8272008895874023,0.06703402101993561,712.5937623977661,589.6664099693298,0.9999998807907104,698.3443274497986,600.4583945274353,0.9999998807907104,680.3391056060791,588.7763355374336,0.9999998807907104
5734,4.892487704753876,3.8798500895500183,0.0005362728261388838,1.055793285369873,2.8641748428344727,0.06793072819709778,712.0279922485352,590.1274380683899,0.9999998807907104,697.29070520401,601.0507202148438,0.9999998807907104,679.8473224639893,589.0478819608688,0.9999998807907104
5735,668.5354807972908,577.1214256286621,0.001698478008620441,1.1140387058258057,3.069319725036621,0.0686374381184578,706.6976319551468,592.3339295387268,1.0,687.3659987449646,598.3267872333527,1.0,677.7884908914566,585.2018122673035,1.0
5736,666.9971925020218,575.9890763759613,0.0024899833370000124,1.0420300960540771,3.0263357162475586,0.07557035237550735,705.3698666095734,590.8916847705841,1.0,685.9262983798981,596.3571680486202,1.0,676.7064127922058,583.1766510009766,1.0
5737,667.0557574629784,575.8883347511292,0.0022268889006227255,0.9127378463745117,2.987853169441223,0.06619072705507278,704.741206407547,590.1711459159851,1.0,686.1850776672363,595.8489797413349,1.0,676.7869575023651,582.9673998355865,1.0
5738,667.154943883419,575.5710983276367,0.002522846916690469,1.0208425521850586,2.8877047300338745,0.08522405475378036,704.3433570861816,590.5929877758026,1.0,686.3142364025116,596.3876888155937,1.0,676.8707525730133,582.6582777500153,1.0
5739,667.2783593535423,575.7935960292816,0.0030419479589909315,1.0307083129882812,2.983351469039917,0.06025830656290054,704.1720545291901,590.3275125026703,1.0,686.3363466262817,596.0001067936901,1.0,676.7081070542336,583.1718583106995,1.0
5740,177.94252133369446,332.537105679512,0.0026279669255018234,1.1090564727783203,2.9081811904907227,0.10355152189731598,703.8730421066284,591.1378281116486,1.0,685.9319437742233,595.7217210829258,1.0,676.5327916741371,583.3809206485748,1.0
5741,665.6734018325806,576.9380507469177,0.0019222731934860349,1.0109529495239258,2.891446352005005,0.15407876670360565,702.7799015045166,591.7742819786072,1.0,685.2687102556229,596.7470110654831,1.0,676.1590383648872,585.2240505218506,1.0
5742,663.5966892242432,576.9112319946289,0.001061673043295741,0.9570722579956055,2.9126447439193726,0.14199665188789368,701.4767371416092,592.2947580814362,1.0,683.1373246908188,597.3870922327042,1.0,674.0331928730011,586.129963517189,1.0
5743,4.477397233247757,4.11103518307209,0.0007769546355120838,0.9351530075073242,2.9053229093551636,0.12937195599079132,699.4014760255814,594.5230091810226,1.0,681.4885864257812,599.0535819530487,1.0,672.0342664718628,588.6732323765755,0.9999998807907104
5744,4.478229075670242,4.143881514668465,0.000810043013188988,1.0167007446289062,2.9642471075057983,0.1311890184879303,697.4751925468445,596.735628426075,1.0,679.5284235477448,601.4992232322693,1.0,670.5859837532043,590.6843824386597,0.9999998807907104
5745,4.594998121261597,4.113771766424179,0.00078980578109622,1.0199708938598633,3.015778362751007,0.11242036521434784,695.2141287326813,598.659969329834,1.0,676.9516565203667,602.997966170311,1.0,668.7285908460617,593.7504162788391,1.0
5746,654.9017016887665,591.288941860199,0.0009778118692338467,1.1011152267456055,2.9259448051452637,0.09588468074798584,693.6416053771973,601.6672229766846,1.0,674.3286505937576,606.0887711048126,1.0,665.6788187026978,595.1183176636696,1.0
5747,652.7955265045166,585.1380033493042,0.0018086909549310803,0.9186897277832031,2.8220410346984863,0.10835706442594528,689.5575070381165,602.5884982347488,1.0,670.480715751648,606.233401298523,0.9999998807907104,662.8210973739624,595.9039304926991,1.0
5748,649.1747059822083,591.8961007595062,0.0015586124500259757,0.9392995834350586,2.7366167306900024,0.12945351004600525,685.6430673599243,606.5059988498688,0.9999998807907104,667.4816451668739,611.4777935743332,1.0,659.1161677837372,599.4340226650238,1.0
5749,4.403679639101028,4.120943993330002,0.000703521422110498,0.8916015625,2.826791763305664,0.09479282051324844,676.4858539402485,603.0471990704536,1.0,654.9991159439087,603.3229941129684,1.0,653.4330282211304,581.9105932712555,1.0
