ID,sex,condition,trial,object,position_object,startingFrame,endingFrame,topLeftX,topLeftY,topRightX,topRightY,bottomLeftX,bottomLeftY,bottomRightX,bottomRightY,leftStimX,leftStimY,rightStimX,rightStimY,topBorder,bottomBorder
1,female,example,1,red,top,179,1078,322.0,64.0,993.0,49.0,276.0,676.0,1034.0,697.0,598.0,93.0,678.0,106.0,56.0,686.0
