id,sex,condition,trial,object,position_object,startingframe,endingframe,distanceMoved,TOPCLOSE,TOP,CENTER,BOTTOM,BOTTOMCLOSE,frontalbottom,blindbottom,lateralLeftbottom,lateralRightbottom,LeftALLbottom,RightALLbottom,frontaltop,blindtop,lateralLefttop,lateralRighttop,LeftALLtop,RightALLtop,index_nan_no_stim,frames
1.0,female,example,1.0,red,top,179.0,1078.0,9.181,0.0,0.0,0.0,0.0,1.0,0.0,0.684,0.316,0.0,0.316,0.0,1.0,0.0,0.0,0.0,0.0,1.0,277.0,97.0
1.0,female,example,1.0,red,top,179.0,1078.0,2.782,0.0,0.0,0.0,0.0,1.0,0.0,0.812,0.188,0.0,0.188,0.0,1.0,0.0,0.0,0.0,0.0,1.0,278.0,98.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.06,0.0,0.0,0.0,0.0,1.0,0.0,0.68,0.32,0.0,0.32,0.0,0.863,0.0,0.0,0.137,0.0,1.0,279.0,99.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.962,0.0,0.0,0.0,0.0,1.0,0.0,0.637,0.363,0.0,0.363,0.0,0.65,0.0,0.0,0.35,0.0,1.0,280.0,100.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.489,0.0,0.0,0.0,0.0,1.0,0.0,0.718,0.282,0.0,0.282,0.0,1.0,0.0,0.0,0.0,0.0,1.0,281.0,101.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.187,0.0,0.0,0.0,0.0,1.0,0.0,0.774,0.226,0.0,0.226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,282.0,102.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.745,0.0,0.0,0.0,0.0,1.0,0.0,0.787,0.213,0.0,0.213,0.0,1.0,0.0,0.0,0.0,0.0,1.0,283.0,103.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.857,0.0,0.0,0.0,0.0,1.0,0.0,0.812,0.188,0.0,0.188,0.0,1.0,0.0,0.0,0.0,0.0,1.0,284.0,104.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.752,0.0,0.0,0.0,0.0,1.0,0.0,0.901,0.099,0.0,0.099,0.0,1.0,0.0,0.0,0.0,0.244,0.756,285.0,105.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.214,0.0,0.0,0.0,0.0,1.0,0.0,0.816,0.184,0.0,0.184,0.0,1.0,0.0,0.0,0.0,0.0,1.0,286.0,106.0
1.0,female,example,1.0,red,top,179.0,1078.0,2.285,0.0,0.0,0.0,0.0,1.0,0.0,0.752,0.248,0.0,0.248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,287.0,107.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.439,0.0,0.0,0.0,0.0,1.0,0.0,0.716,0.284,0.0,0.284,0.0,1.0,0.0,0.0,0.0,0.0,1.0,288.0,108.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.564,0.0,0.0,0.0,0.0,1.0,0.0,0.752,0.248,0.0,0.248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,289.0,109.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.711,0.0,0.0,0.0,0.0,1.0,0.0,0.701,0.299,0.0,0.299,0.0,1.0,0.0,0.0,0.0,0.0,1.0,290.0,110.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.535,0.0,0.0,0.0,0.0,1.0,0.0,0.65,0.35,0.0,0.35,0.0,0.852,0.0,0.0,0.148,0.0,1.0,291.0,111.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.648,0.352,0.0,0.352,0.0,0.784,0.0,0.0,0.216,0.0,1.0,292.0,112.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.697,0.0,0.0,0.0,0.0,1.0,0.0,0.671,0.329,0.0,0.329,0.0,0.866,0.0,0.0,0.134,0.0,1.0,293.0,113.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.637,0.0,0.0,0.0,0.0,1.0,0.0,0.686,0.314,0.0,0.314,0.0,0.891,0.0,0.0,0.109,0.0,1.0,294.0,114.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.479,0.0,0.0,0.0,0.0,1.0,0.0,0.601,0.399,0.0,0.399,0.0,0.475,0.0,0.0,0.525,0.0,1.0,295.0,115.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.009,0.0,0.0,0.0,0.0,1.0,0.0,0.606,0.394,0.0,0.394,0.0,0.455,0.0,0.0,0.545,0.0,1.0,296.0,116.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.788,0.0,0.0,0.0,0.0,1.0,0.0,0.658,0.342,0.0,0.342,0.0,0.783,0.0,0.0,0.217,0.0,1.0,297.0,117.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.021,0.0,0.0,0.0,0.0,1.0,0.0,0.731,0.269,0.0,0.269,0.0,1.0,0.0,0.0,0.0,0.0,1.0,298.0,118.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.168,0.0,0.0,0.0,0.0,1.0,0.0,0.644,0.356,0.0,0.356,0.0,0.716,0.0,0.0,0.284,0.0,1.0,299.0,119.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.416,0.0,0.0,0.0,0.0,1.0,0.0,0.649,0.351,0.0,0.351,0.0,0.758,0.0,0.0,0.242,0.0,1.0,300.0,120.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.172,0.0,0.0,0.0,0.0,1.0,0.0,0.621,0.379,0.0,0.379,0.0,0.645,0.0,0.0,0.355,0.0,1.0,301.0,121.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.888,0.0,0.0,0.0,0.0,1.0,0.0,0.676,0.324,0.0,0.324,0.0,0.94,0.0,0.0,0.06,0.0,1.0,302.0,122.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.245,0.0,0.0,0.0,0.0,1.0,0.0,0.682,0.318,0.0,0.318,0.0,0.954,0.0,0.0,0.046,0.0,1.0,303.0,123.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.059,0.0,0.0,0.0,0.0,1.0,0.0,0.669,0.331,0.0,0.331,0.0,0.866,0.0,0.0,0.134,0.0,1.0,304.0,124.0
1.0,female,example,1.0,red,top,179.0,1078.0,0.836,0.0,0.0,0.0,0.0,1.0,0.0,0.701,0.299,0.0,0.299,0.0,1.0,0.0,0.0,0.0,0.0,1.0,305.0,125.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.467,0.0,0.0,0.0,0.0,1.0,0.0,0.676,0.324,0.0,0.324,0.0,0.907,0.0,0.0,0.093,0.0,1.0,306.0,126.0
1.0,female,example,1.0,red,top,179.0,1078.0,1.305,0.0,0.0,0.0,0.0,1.0,0.0,0.701,0.299,0.0,0.299,0.0,1.0,0.0,0.0,0.0,0.0,1.0,307.0,127.0
